,0
0,supply
1,no
2,no
3,no
4,no
5,no
6,no
7,no
8,no
9,no
10,no
11,supply
12,no
13,supply
14,supply
15,supply
16,no
17,supply
18,no
19,no
20,supply
21,no
22,no
23,supply
24,supply
25,no
26,no
27,no
28,no
29,no
30,no
31,no
32,no
33,no
34,no
35,no
36,no
37,no
38,no
39,no
40,no
41,no
42,no
43,no
44,no
45,no
46,no
47,supply
48,no
49,no
50,no
51,no
52,no
53,no
54,no
55,no
56,no
57,no
58,no
59,no
60,supply
61,no
62,no
63,no
64,no
65,no
66,no
67,supply
68,no
69,no
70,supply
71,no
72,no
73,no
74,no
75,no
76,no
77,supply
78,no
79,no
80,supply
81,supply
82,no
83,no
84,no
85,no
86,supply
87,no
88,no
89,supply
90,no
91,supply
92,no
93,no
94,no
95,no
96,no
97,no
98,no
99,no
100,supply
101,no
102,no
103,no
104,no
105,no
106,no
107,supply
108,no
109,no
110,no
111,no
112,supply
113,supply
114,supply
115,no
116,supply
117,no
118,no
119,supply
120,supply
121,no
122,no
123,no
124,no
125,supply
126,supply
127,no
128,supply
