,articleTitle,articleUrl,publishedDate,sourceName,text
0,No respite from rising vegetable prices,http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/No-respite-from-rising-vegetable-prices/article15503297.ece,2011-01-02,The Hindu,"Choosing the best: A buyer at a vegetable shop at the Central Market in Mangalore on Saturday.The New Year has not brought any respite to people of Mangalore from increasing prices of vegetables.The price of onion has increased by Rs. 5 a kg, from Rs. 60 a kg on December 29 to Rs. 65 a kg on Saturday.TomatoPrices of carrot and tomato hovered around Rs. 50 a kg. Capsicum was being sold at Rs. 60 a kg and beans around Rs. 40 a kg on Saturday.Cabbage and potato are available for less than Rs. 20 a kg.These are the two vegetables which I can buy, said P. Roberts from Ashok Nagar. Cabbage is being sold at Rs. 16 a kg, potato Rs. 15 a kg. The price of cowpea is Rs. 50 a kg.Prices of vegetables started increasing from December 20. On December 29, the price of onion was Rs. 60 while that of tomato Rs. 50.Rates change dailyThe rates are changing every day. We come to know the rates in the morning when we go to the wholesale market for vegetables, said S. Uma, who sells vegetables at Bikaranakatte market.Prices of vegetables at Dakshina Kannada HOPCOMS stalls are different. On Friday, onion, beans and carrot were sold at Rs. 60 a kg. Tomato was sold at Rs. 40 a kg and capsicum at Rs. 60 a kg."
1,Will clear imported onions from Pakistan by tomorrow: JNPT,http://www.deccanherald.com/content/125922/will-clear-imported-onions-pakistan.html,2011-01-03,Deccan Herald,"Will clear imported onions from Pakistan by tomorrow: JNPTLast updated: 03 January, 2011Mumbai, Jan 3, (PTI): 17:45 ISTJawarhalal Nehru Port Trust (JNPT) authorities gave an assurance today that over 200 tonnes of imported Pakistani onions that have been lying in the port area in Mumbai since December 29 will be cleared by this evening or tomorrow at the latest.""We have eight containers of onions imported, which arrived on December 29 from Pakistan, and it is going through the mandatory clearance processes. The consignment will be released by late this evening or tomorrow,"" JNPT Deputy Chairman N M Kumar told PTI here.Clearance is taking time as consignments imported from the neighbouring country have to undergo a rigorous screening process for security reasons, he said. Furthermore, being agricultural produce, the consignment also has to go through a mandatory Plant Quarantine (PQ) clearance process for detection of any bacteria or virus, in addition to the normal customs duty protocol, he said.""All the three steps are taking time as there are eight containers, which have to go through 100 per cent scanning,"" he said. He said that onions normally survive for 10-15 days and the consignment will reach the markets with plenty of time to spare.""Normally, onions survive for 10-15 days and this consignment, after all the necessary clearances, will reach the wholesale markets for retail disbursement with ample time. I think this has become a issue as onion is a sensitive matter,"" he added.Private traders have been importing onions from Pakistan since December 21. Later, the government decided to allow state trading agencies PEC and STC to import 1,000 kg of onions from Pakistan. Till date, over 5,000 tonnes of Pakistani onions have been imported into the country by road through Amritsar.Meanwhile, the government has abolished import duty on onions and banned exports of the commodity for an indefinite period. Unseasonal rains in Maharashtra and Karnataka have hit production of the late kharif crop, resulting in the surge in prices of onions.Agricultural Produce Market Committee Onion and Potato Mandi Director Ashok Baluji said prices are likely to ease after January 15, when fresh crops from Pune start arriving in the markets here.Onions were ruling at Rs 50 per kg in retail markets here today, while the wholesale rate stood at Rs 35-40 a kg."
2,The air in the bag,https://www.telegraphindia.com/1110106/jsp/opinion/story_13395364.jsp,2011-01-06,Telegraph,"The inflation imbroglio in India is rapidly getting out of hand. What is the cause of inflation and what is its remedy? Let us take the example of potatoes. Potato prices in the market have been Rs 40 per kilogram. But farmers get Rs 1.50 to Rs 3.50 per kg. Where does the remainder go? A structural change in Indias economy can be one of the causes behind this huge gap. Take the case of manufactured food products. The unit price per ounce of a manufactured food product is 20 to 50 times higher than that of the raw material from which it is made. Take potato chips. A kilogram of potato chips will cost you at least Rs 300 per kg at the American Dry Fruit Stores at Flora Fountain in Mumbai. If you buy it in the small packages that Frito-Lay sells in India, it will cost you almost Rs 600 per kg. What you pay for, then, is a fancy piece of packaging with a brand name and the air in the bag. The quantity of potatoes is minuscule. The nutrition value is non- existent. We are so proud of our rural distribution system that we take pride in the fact that the humblest village retailer has several flavours of assorted potato chips, which the farmers children can buy at his shop. But we have forgotten that perhaps the same farmer grew the potatoes and could sell them to middlemen only at Rs 3.50 per kg. So where has the balance of Rs 596.50 per kg gone? Between the farmer and the buyer of potato chips, a number of manufacturers have added on costs and dubious middlemen have taken their cuts. This, of course, reflects the reality of liberalization. Indian consumers have never had it so good. They have been seduced into paying several times more for a manufactured food product that will be of immense food value to them. Or so they believe. There is another dynamic process going on here. As the number of middle-class consumers rise, demanding greater quantities of manufactured products, the relative amount available per person for those who simply want the basic items declines sharply. As the number of food processing companies in India rise, they purchase increasing amounts of raw materials for their packaged items. If this growth in demand were accompanied by a corresponding growth in supply, as happened during the late 1960s and 1970s, all would have been well. But ever since the supply of agricultural raw materials has come to a shuddering halt, because of severe stagnation in Indias agricultural production, the amounts available for the common man are declining steadily on a year-to-year basis and prices are skyrocketing. This is the contemporary Indian tragedy. The growth in demand has simply outstripped the growth in supply. As a result of basic food items being purchased at high prices, the greater portions of the incomes of average Indians are spent on buying day-to-day necessities. There is little left for spending on developmental activities like education. This situation has the potential to exacerbate the already severe inequalities in the Indian economy. What should the government do here? The sale of certain important items, including grains, fruits, vegetables, pulses, fish, meat and other sources of protein, at fixed prices through the public distribution system is a must. The supply management process also involves the monitoring of production, of supplies at mandis, enforcement of price codes and so on. Indias free-market traders have never been oriented towards the common mans welfare. The so-called growth story driven by liberalization is a pipe dream. It has been a liberalization of profiteering. Control profiteering and manage supply, and the inflationary dragon will be slain, and the welfare of the common man ensured."
3,Soaring vegetable prices hit taste buds,http://timesofindia.indiatimes.com//city/allahabad/Soaring-vegetable-prices-hit-taste-buds/articleshow/7231288.cms,2011-01-06,The Times Of India,"ALLAHABAD: The soaring prices of vegetables have once again spoilt the taste of common man, who otherwise eagerly awaits the winter season to enjoy the best of vegetables and other food items.There has been a marked increase in the prices of vegetables including potatoes, onion and spinach in various markets in the city like Loknath, Meerapur, Khuldabad, Katra, Mumfordganj and Rajapur, where the attendance of daily shoppers has come down owing to the shooting prices of essential vegetables, said Ranjana Kapoor a resident of Meerapur, who added that soaring prices of vegetables has disturbed the monthly budget of householders.The price of tomatoes is Rs 15-20 per kg, onion is being sold at Rs 40-45 per kg while cost of peas is Rs 15-20 per kg. There has been an increase in prices of other vegetables like potatoes and spinach. The winter season vegetables including cauliflower, cabbage and radish have also become costlier.Blaming inadequate supply for rising prices, Shyam, a vegetable vendor said, ""We are forced to raise the price of vegetables, as we are not getting vegetables from the wholesale market. There is less supply of vegetables during this winter as compared to last year."""
4,Veggie prices add to chill,http://timesofindia.indiatimes.com//city/lucknow/Veggie-prices-add-to-chill/articleshow/7233456.cms,2011-01-07,The Times Of India,"LUCKNOW: Vegetables seems to be the latest casualty of the biting winter chill. Even as the common man was trying to come to terms with the prices of onions and tomatoes, the escalating prices of other vegetables has furthered kitchen expenses.Vegetable vendors association blames winter chill for all vegetables other than onions. ""Vegetable prices seem to be directly proportional to winter chill,"" said Satish Sonkar, president of UP fruits and vegetables growers and sellers association.The reason? ""Wholesale vegetables markets are fed by supplies from the fields. But bad weather is not permitting farmers to venture out. So, the markets have to do with whatever little they get,"" said Sonkar. ""Shortage naturally triggers price rise,"" he added. Worse is, the price would rise further, if the conditions do not improve by the weekend.Farmers basically work in the field since morning. But during winters, their daily schedule start several hours after sunrise. Then there is fog, which further restricts their activities. ""When we get up, the fog is so dense that one cannot see anything. Plucking of vegetables is different from collecting other harvest. Since one cannot see properly, risk of loss due to wastage is higher, which keeps us away from the field,"" said Kanhaiya Lal, a farmer from Takrohi area.Weather restricting farmers from work causes shortage of vegetables in the supply-chain, which results in price rise. Take the example of brinjals, which are grown by vegetable farmers in and around Lucknow. The cost of one kilo brinjals on Thursday was Rs 8, which is twice the rate 10 days ago. ""In the beginning of 2010, brinjals costed Rs 2-3 per kilo in the whole sale market,"" said Radhey Pal, a vegetable wholesaler in Balaganj mandi.Price of peas, the king vegetable of this season, has however shown some consistency. The rate has remained in the Rs 14-16 bracket for the last 8-10 days.In fact, the cost is expected to come down a little by the next week. Cauliflower and potatoes have also kept the buyers happy. But all the leafy vegetables, cabbage, pumpkin, capsicum and carrots have disappointed.Rate of onions and tomatoes, which serve as the base material has however continued to bother the people. Against a rate of Rs 26-32 per kilo in wholesale market, onions touched the Rs 46 mark here on Thursday. Buyers picking vegetables from the city market shell at least Rs 10 more for a kilo of onion. Location of the retail market may cause a further addition. For instance, per kilo cost of onion in Kaiserbagh market was Rs 56 while that in Narhi market was Rs 60-62.Wholesalers association however clarified that price of onion did not alter because of weather conditions. ""Short supply is the chief reason,"" said Sonkar, who believes that hoarding by growers in Maharashtra was also to be blamed.""The crisis appears artificial to me,"" he said. To note, chief economic advisor to the Government of India, Kaushik Basu also blamed hoarding for high price of onions in the country.So, is there any relief in the offing? Sonkar said, ""Not at least in case of onions and tomatoes. Wedding season (starting January 15) is round the corner and the demand would see a sudden rise. Prior to that, if weather conditions do not improve in a day or two, vegetable prices would go up,"" said Sonkar."
5,Sin City – 10 things that make me drool,http://blogs.timesofindia.indiatimes.com/Guilty-Pleasures/sin-city-10-things-that-make-me-drool/,2011-01-07,The Times Of India,"My friends say, you are not really a Mumbaikar until you have had vada pav with extra chutney that leaves your nose watering for half hour, had pav bhaji at one of the Western suburb stalls, where you either squat on the mattresses spread out on the footpath, or balance your plates on your car bonnet. You have to have Naturals sitaphal or tender coconut ice-cream and Luckys biryani, the succulent prawn and chicken fry at Jai Jawan on Linking Road and coffee form the all-night cycle wallahs. You have to suffer at least one bad tummy after Pancham Puriwalas potent puri, bhaji, sheera, and share your leftovers with the resident rodents and mongrels at the iconic Bade Miyas. The list could go on, and we have not even started on the propah restaurants with their pedigreed menus.Since it is that time of the year when lists of all kinds are hot, heres mine- all biased, skewed and completely subjective. My top ten food experiences, not in any particular order.1. Pani Puri. Every nukkad will have its reigning king of the tamarind water, with his special mix of choicest germs and mysterious spices. My hotlist has the guy opposite Mc Donalds in Fort, who sets up his table between 5 pm to 10 pm every day. Good news for phhuchka lovers, he mixes a mean aloo masala, just like home. In the suburbs, try the stall at KDs Lo Price in Seven Bungalows. He is relatively clean too, and that takes nothing away from the taste.2. Jai Hind (Lower Parel) for complete VFM fish and all forms of sea life. I just love their prawns, pomfret and bombil preps. And thier steaming hot patrani macchi with steamed rice will leave you incapacitated for any kind of work after that.3. Gajalees sea bass fry. With three different kinds of chutney. Onions. Dash of lime. Bliss.4. Indigo Cafs grilled prawns. Especially when it comes with mash with skin on. With a glass of wine (dont ask me what kind because I am not really the sorts who swirl and sniff and then sip), it makes for the perfect celebratory meal.5. Nimbu chicken from Urban Tadka/Masala Mantar. If you wanna know what the good chefs can do with chicken with green chilies, ginger and creamyou dont wanna miss this. Trust me. What makes it work time and again is the restaurants superb delivery system and the fact that they ply you with free jalebis with every order. God bless!6. My colleague Bapu Deedwanias lunch box. A lethal legal correspondent, who carries at least four dabbas with the most amazing vegetarian (mostly Rajasthani specialties) and non-vegetarian dishes. The other day I was rendered speechless by her mirchi vadi (stuffed whole green chillies batter fried). She had also managed to turn me into a red-meat eater with her potent mutton curry, with meat that melts in your spoon ever before you put it in your mouth.7. Aloo bhaja and mooger daal from Oh! Calcutta. Moong dal with green peas and crispy potato juliennes. Best had with steamed rice. It is home. It is delicious. And it serves at least three people. And most importantly, it is the one thing they have not changed on their menu.8. My friend Viveks Khao Shuay. On the rare occasion when he calls people over, no self-respecting foodie would wanna miss the experience. I am yet to taste Khao Shuay as flavourful, aromatic and beautifully presented as his. He even chops the peanuts uniformly!9. Peking Duck and Dim Sums at Royal China. It is a luxury that I can seldom afford. But when I can, I have this silly grin on my face for the rest of the day.10. And to end on a sweet note, Theobromas brownies (Bandra and Colaba), Moshes gooey chocolate cake (Kala Ghoda), Annapurnas mishti doi (New Bombay), Cinnabons with pecan nuts, Chocolate clairs from Birdys and waffles from Crepe Station with generous servings of nutella, fresh cream, maple syrup and nuts and donuts from Mad over Donuts with soft, creamy, vanilla filling.Special MentionSince I am feeling generous, and since it is criminal to try and reduce my food experience to simply 10 things, here are the ones who find an honorable mention:The cheese masala dosa from Khau Gully opposite BMC. If you have not stood there, jostling for elbow room and watched the man turn out dosa after dosa after uttapam after dosa tirelessly, if you have not eaten the piping hot, crispy gold and melted cheese dosas, you have been deprived of a truly enriching experience.Vada Pav with extra butter and grilled lightly, at Jumbo King. Forget the fancy plastic containers and use your fingers, open your mouth wide, bite in, close your eyes and thank me.Breakfast at Mc Donalds Panvel. Because it usually means you are going away for the weekend, because it means you dont really care about eating healthy for once, because you think hash brown potatoes and pancakes with syrup lure the child in you, you stop, pull over and queue up. Moments later, you are sitting in a crowded corner, your tray piled with goodies, and your mind telling you, the holidays just begun.Giant festive jalebis at most sweet shops . You have to see it to believe it  it is beautifully wound, gold and orange, spiced with cardamom and saffron and dripping with sinful sugar syrup. Each piece could last you an entire week. You can hit the treadmill after that."
6,Retail rates hitting most,http://timesofindia.indiatimes.com//city/lucknow/Retail-rates-hitting-most/articleshow/7233460.cms,2011-01-07,The Times Of India,"LUCKNOW: The final blow regarding vegetable prices comes from the retailers end. In the wholesale market, the potatoes were costing Rs 4 per kg on Thursday, and in the retail market, one had to shell out Rs 10 for the same quantity.Brinjals were costing Rs 7-8 per kg in the wholesale market, and Rs 15 per kg in the retail. The prices of peas, tomatoes and even onions varied considerably. Against a rate of Rs 16 per kg, peas were being sold at Rs 18-19 per kg in the retail market. Similarly, green leafy vegetables, especially spinach, were 20% to 30% costly in the retail market.Vendors and retailers admitted that they were charging high but defended their move. Santosh Kumar, who sells takes vegetables near Wala Qadar Road, said, ""We add cost of transportation and bringing the stuff at your door step.""Geeta Kashyap, who has a retail vegetable shop in Narahi, said, ""If you see the vegetables in the wholesale market and the way they are handled there, you will never buy them. We clean the vegetables before showcasing them."" The officials of Wholesaler Association, however, claimed that the prices of vegetables were up by 70%-80% in retail markets. ""Prices of vegetables vary from one retail centre to another. A market or vendor near the posh colony would have a higher cost than the one in an average area,"" said Satish Sonkar."
7,Hoarding pushes up prices,http://timesofindia.indiatimes.com//city/kolkata/Hoarding-pushes-up-prices/articleshow/7238663.cms,2011-01-08,The Times Of India,"KOLKATA/HOOGHLY: Strange as it may sound, the upward swing in potato and onion prices is having a cascading effect on prices of other perishable items in the retail market. It is not merely the demand-supply gap that makes your daily dish dearer. Systematic hoarding' by powerful middlemen is hitting you hard. Common people are at the mercy of hoarders and middlemen, with the government having no control over the market.""Otherwise, there is no reason why seasonal vegetables like tomato, cauliflower and green peas or coriander leaves should be so costly,"" said Apurba Roy, an agriculture expert. On Wednesday, onion sold at Rs 60 a kg and potato Rs 15 a kg. It is not that there aren't genuine reasons like drought and flood behind the price rise. But personal greed is playing havoc with prices to such an extent that the burden of an honest living and staying healthy weighs heavily on a large number of citizens, Roy added.""The agriculture-marketing model prevailing in the state secures neither the interest of consumers nor that of farmers. Often middlemen create panic among farmers by spreading rumours about falling prices, forcing them to resort to distress sale of their crops. These crops then reach middlemen who hold sway over prices. The produce changes three to five hands in the chain of middlemen. The longer the chain, the dearer the commodity becomes to the eventual consumer. So in the process, both the grower and end-users suffer alike one getting lesser price against larger quantity of produce, the other receiving lesser products by paying through their noses,"" explained Roy.In this chain of middlemen, there are some big fish or phoreys who create huge stockpile of foodgrains and storable vegetables like potato, onion and ginger. These phoreys control the supply of the produces in the market and thus facilitate the price rise,"" Roy added. Take the case of onion the cartel of middlemen regulates the supply of onion to the retail or wholesale market. Since onions can be stored in the godown, these middlemen are taking full advantage of the opportunity. The middleman cartel is regulating the supply after stockpiling the state's share of onion.The roles of Benfed (West Bengal market Federation) and Confed (West Bengal Consumers' Federation) are murkier here. ""Instead of rescuing consumers, they mess up the whole thing. Last March, these federations had bought 9.8 lakh tonnes of potatoes. The objective was to bring down the potato price. But the potato reached the market as late as October, letting the price to rise at an extraordinary rate. But after it reached the market, people found the potato to be the inferior pokhraj' variety and not the jyoti' variety promised by the federations. So the bulk of the potato bought by these two government agencies remained unsold,"" revealed Akrur Sen, a consumer activist.In 2009, the farmers sold potato at `3 per kg. The price of potato in the retail market varied from Rs 7 to Rs 10 per kg. In 2010, farmers sold potato mostly at Rs 4 per kg, in some cases Rs 5 per kg, but the price of the same potato soared to Rs 25 per kg, despite including potato in the list of essential commodities and issuing a notification under the West Bengal Prevention of Hoarding of Essential Food Stuffs Order, 2009, declaring potatoes cannot be stocked beyond a permissible limit.Potato-grower Fulkumar Barui of Raskundu in West Midnapore sold the potato directly from his farmland after a rumour of falling potato price. Manas Roy, a middleman from Keyabani, was quick to buy the produce at Rs 40,000 per 10 tonne. ""I could barely manage to have a marginal profit. I get really hurt when I am buying potato at Rs 14 per kg for my household,"" said Fulkumar Barui.Patit Paban De, former president of West Bengal Cold Storage Owners' Association, said: ""The government is supposed to monitor every stage of the agriculture-chain. But it miserably failed to do that, allowing some unscrupulous phoreys to reign supreme."" For instance, Manas Roy got a price of Rs 1.8 lakh to Rs 2 lakh per 10 tonne at the end of last season when he brought the potato out of the cold-storage. ""So finally I got a price of Rs 9 to Rs 10 per kg,"" he smiled. Roy is nonchalant about the plight of common people. ""Tell me, the price of which item is going down,"" he asked instead. Roy was quick to add that he had to bear the cost of cold-storage charge which varies from Rs 8,500 to 9,000, transportation cost of Rs 2,000 and 5% for the rotten crops.Samir Das, a middleman, who made a fortune out of hoarding, claimed himself to be the saviour of small farmers. ""Because of us, these small farmers survive. We rescue them when they have a capital crunch. Otherwise, they could neither repay the loan, nor could they get a fresh loan next year. So it is no point blaming us for the price hike. We have come here to do business, not charity.""But the speculative pricing or fatkabaji' is at its peak in the potato market. Last Sunday, the wholesale price was Rs 610 per 50 kg packet, on Wednesday it came down to Rs 595. But that hardly reflected in the retail market."
8,‘Agrarian question linked to Dalit discrimination',http://www.thehindu.com/todays-paper/tp-national/lsquoAgrarian-question-linked-to-Dalit-discrimination/article15510975.ece,2011-01-08,The Hindu,"Participants at a national seminar on Dalit households in village economies,' which began here on Friday, affirmed that a lasting solution to India's agrarian question  characterised by extreme inequalities in the distribution of land  was inseparably linked to the widespread discrimination of Dalits.Speaking at the inaugural session of the two-day event, Abhijit Sen, Member, Planning Commission, said the tradition of village studies in India had a rich lineage and pedigree which had died down somewhat during the 1980s and the 90s.Professor Sen said that about 50 such surveys conducted in the last seven to eight years, by adopting methodologies generally used by larger sample surveys conducted by official agencies, had enabled the testing and extrapolation of data.These village surveys, unlike the sample surveys, enable researchers to study the relationships among different social groups, he said. It is almost in the pedigree of village studies that they enable the study of caste relations in the field of agrarian studies.Introducing the theme, V.K. Ramachandran, Professor at the Sociological Research Unit, Indian Statistical Institute (ISI), Kolkata, said: The objective is to study the specific ways in which the economic discrimination of Dalits  in market and non-market forms  happens.He pointed out that the team of researchers, with whom he has been associated, has conducted more than 30 village surveys since the 1990s to study direct discrimination as well as forms of discrimination that cause differential impacts across social groups.Linking the agrarian question to the annihilation of caste is an important research agenda, Professor Ramachandran said. Rigorous micro-studies of the victims of sectional discrimination, relating to exclusion from land, employment, credit, and other inputs are needed.Referring to the contention in some quarters that since markets are blind, they may provide salvation to Dalits, Professor Ramachandran said: Existing forms of discrimination reinforce relationships based on the market.Judith Heyer from Oxford University, who presented results from a series of surveys of villages near Coimbatore and Tirupur since the early 1980s, pointed out that although the material conditions of Dalits in the area had improved considerably, their position relative to the dominant castes had not improved significantly.The mini industrial revolution in the area has not resulted in the dominant castes loosening their grip over the economy, she said.V. Surjit, agricultural economist at the International Potato Centre, New Delhi, who presented a study of a village in the tail-end of the Cauvery delta region, said that although Dalits had been able to gain access to land as tenants, they were targets of discriminatory economic practices.His study showed that Dalit tenants had to incur higher costs of cultivation on account of higher rents and higher cost of hiring pumpsets and other machinery used in agricultural operations."
9,Closed mandi adds to woes,http://indianexpress.com/article/cities/ludhiana/closed-mandi-adds-to-woes/,2011-01-08,Indian Express,"While Pakistans refusal to allow export of onion through land route has escalated the rates of the crop nationwide,the situation has worsened here further due to closure of the whole sale vegetable market which is reeling under the ongoing Income tax raids. The IT raids continued for the second day on Friday. These raids are being conducted on various vegetable commission agents.It has been learnt that the IT department has been able to recover Rs 7.5 crores from whole sale merchants who made quick moolah by selling onions at exhorbitant rates. The Department knew that the traders hads minted high profits due to high prices of the vegetables especially onion,thus these raids were conducted to check the tax amount evasion. We have conducted raids at two vegetable merchants in Amritsar,Two at Ludhiana and one at Jalandhar,said RK Goel,Director (Investigation) Income tax Department.The firms of Amritsar has surrendered Rs. 4.5 crores as most of them were dealing with the onion which was imported from Pakistan through Wagah international border,while the Rs. 2.5 crore was surrender by a merchant to IT department team which raided at Janaldhar. In Ludhiana,Rs.1.25 crores has been surrendered by two traders,said Goel.He said that the department has seized the documents and also checking that whether the traders are indulging in the hoarding or not. He said that the final tax would be calculated after the final submission of report by the Investigation team.Meanwhile one such whole seller who did not want be named informed,The rate of onions in the mandis is just Rs 40 a kg and this is the price of a very good quality onion. But due to these raids we are not working and hence the rates in the retail market have shot up. To be honest these IT raids have forced the whole sale merchants dealing mainly in onion and potato to sit back.Adding to this another merchant informed,If the mandis do not open by tomorrow the prices of onions are going to hit the roof. The price of this crop in the retail market will cross Rs 80. The basic truth is that we wholesalers are not charging extra for the crop,instead it is the retailers who are fleecing the general public. We sell this vegetable for Rs 40 or let us say Rs 50 a kg. The retailer sells it for Rs 70 or Rs 80 then who is to be blamed.Countering this Mukesh Kumar a retail vegetable vendor in Ghumar Mandi said:  I am buying onions for Rs 70 a kg and after including the transportation cost and all a Rs 10 hike is genuine. When told that the whole price is around Rs 40 this vegetable vendor refused to buy this rate claiming, this is not true.For all the latest India News, download Indian Express App now"
