,articleTitle,articleUrl,publishedDate,sourceName,text
0,F Bar (World cuisine),http://blogs.timesofindia.indiatimes.com/tastingtimes/f-bar-world-cuisine/,2013-01-04,The Times Of India,"It is the first Friday of 2013 and I begin by quoting an old saying, When Mohammed does not go to the mountain, the mountain comes to Mohammed. And thats my wish for you for 2013 may your mountain of desires come easily and swiftly to you. As if by sheer serendipity, my guests today seem to specialise in doing this. The charming global gourmet couple Bela and Micky Dalal (long time fans of the sublime Swiss Spruengli chocolates) are now making sure that these exquisite handmade chocolate creations are available to us in India for exclusive caterings and customised gift boxes too.Their dapper son, Rohan Dalal (co founder of the unique Doorbell pharmacy) provides customers with a unique, convenient and efficient way of tracking and ordering their monthly medicine and fitness supplement requirements.The Dalal family (including their son Jay, economics major, DJ by passion currently rocking NYC) has dined at Vineet Bhatias restaurants (in Switzerland and Mumbai), and couple of months ago, I had an amazing meal in Londons Rasoi (Vineet Bhatias Michelin starred restaurant). And after Azok, Ziya in Mumbai, Bhatias food is served in F Bar too.AmbianceMumbais very own F Bar sashays in (of all places), into the citys latest high-rise in a business district. It has it all Fashion TV, 10,000 sq ft sprawling restaurant, dance floor, terrace and Vineet Bhatias food too. That it chooses to locate itself in the somewhat inaccessible location on the third floor of the One IndiaBulls Centre (Lower Parel,) doesnt seem to be a deterrent for Mumbais clubbers. But does it make for a destination for the diner?Be prepared for a long walk through the gleaming lobby and corridors of IndiaBulls Centre and into a dark, twin-levelled space with mesmerising images of the FTV channel on four large walls. Both, the bar and restaurant, share a theatrical black ceiling and upper wooden ceiling that rolls like a wave. God help women with heels who go up the steep stairwell (to the restaurant). No matter which table you sit at in the square-shaped restaurant area, the Fashion TV images are visible.FoodVineet Bhatias starters, flavoursome and generously portioned Tandoori Wasabi Curry Leaf Prawns, Tawa Rosemary Seekh Kebab and the unusual Peanut Butter Chicken delight. Bhatias Fashion Bites, Saucy Bowls, Naaninis and Pizzans, strut the menu. It is the Tawa Ravas, stylishly served in a spoon and made delightful with the tequila glaze, that we all recommend. As we do the robustly spiced, succulent Patiala Chicken with Whisky Flamb. Worth trying too are the strange-sounding Naaninis (naans like paninis served with curly fries, are stuffed with Chettinad Potatoes and crisp Urad Dal). Interestingly, the other strange-sounding dish of Pizaans (naans topped and prepared like pizzas) layered with Paneer Makhni and the other with Rogan Josh-smoked Cashew Nut Pizzan (with soft bases) good too.Minus PointsThe regular pizza (not Vineets) is too hard and is smothered in a sweet sauce. While Wasabi Curry Leaf Prawns are good, they are overcooked, ditto for the Papillote Fish with Olives Capers. Maa Dal is too tomatoey and Baby Corn Asparagus, too tough. The desserts look better than they taste, be it the Rasmalai Mango Lasagne, Blue Curacao Rabadi or the sugar-free Apple Cinnamon Kheer, Granola, or the Guava Kulfi. Avoidable Coconut Panna Cotta, Bubblegum Jelly and Paan Laddoo. And the price points are high (Rs 5000 meal for two).My PointTo check out its nightclub avatar, I had popped in here on an earlier Saturday night (with my young rocking buddies Jivesh Bhojwani and Anandita De) to find long lines of clubbers waiting to get in and the place throbbing to the DJs commercial music. But for dining, the space is too dark and at night, the music can get obtrusive. However, for those in the area and those looking for an interesting twist to Indian fare (served through the day), F Bar is the answer.FoodlineI am feeling like a kulfi here in freezing Delhi but your messages are warming me. Fabulous to receive your Twitter, FB and e-mail feedback. Mail (rashmiudaysingh2012@gmail.com, FB, Twitter @rashmiudaysingh) or sms (77380 22873) to be listed here. Due to space constraints, I am unable to carry your messages.Times Food GuideF BarOne India Bulls, 3rd Floor, Senapati Bapat Marg, Next to Golds Gym, Lower Parel.Call: 022-6650 5820Timings: Noon to 1.30amPrice: Meal for two is `5000Rating: * Food: 3.5 * Service: 3 * Dcor: 4"
1,"Chill to bring warmth to farm output, may cool inflation",http://timesofindia.indiatimes.com//business/india-business/Chill-to-bring-warmth-to-farm-output-may-cool-inflation/articleshow/17881330.cms,2013-01-04,The Times Of India,"KOLKATA/NEW DELHI/AHMEDABAD: The icy winter in north India, along with morning dew and sunny conditions in rural areas, have sown the seeds for bumper harvests, which will cool food prices that had galloped after erratic monsoon rains hurt farm output last year.Consumers are already seeing a downward trend in prices of potato, wheat and pulses. Potato prices had soared 91% from March to November while wheat climbed 18% and pulses 22% since the start of the fiscal year. Vegetable prices have been falling since September while wheat has dropped 7% in two months, and analysts say more good news will follow.Economists say food prices are no longer a worry for India's overall wholesale inflation.Wholesale inflation has remained stubbornly high and prompted the central bank to delay the long-awaited cut in interest rates. Inflation in November was 7.24%. Food inflation, which has a 14.3% weight in the index, was 8.5% as wheat prices were up 24% annually while potato had jumped 72%.Expectations of good harvests and favourable international market conditions have boosted supply and reduced prices of cooking oil. ""The mustard crop is expected to be good this year. And there is enough availability of oil in international markets like Malaysia and Indonesia. So, we do not see any impact of edible oil on food inflation numbers,"" said Sandeep Bajoria, CEO of Sunvin Group, a consultancy firm in oil and oilseeds.Crude palmoil prices have dropped to $800 per tonne from $1,200 per tonne last March and soyabean oil prices have also ebbed. Favourable weather conditions and higher acreage are expected to boost mustard output and lead to a further fall in cooking oil prices, trade officials said. ""If weather remains favourable till January, we are likely to get an output of 6.5 million tonnes as against 5.5 million tonnes last year. This will put pressure on prices, which have already been dragged by weak palmoil prices,"" said BV Mehta, executive director, Solvent Extractors' Association, an industry body.Crop prospects have brightened in cold and sunny Rajasthan, which harvests 40% of the mustard grown in India. ""Dip in temperature, morning dew and sunshine are good conditions for mustard crop. The sowing is progressing well and the total mustard acreage is likely to cross 34 lakh hectares as against 25 lakh hectares last year. Sowing will continue till early January,"" said DD Jain, joint secretary, Rajasthan Oil Industries Association.Favourable weather has also pushed up chana acreage and helped prices come down to Rs 3,600 per quintal from Rs 5,000 last October. Planting has gone up in the two major producers, Maharashtra and Andhra Pradesh. ""Chana prices had come down significantly from the second half of December. There will be pressure on prices as arrivals will begin from next week,"" said Vedika Narvekar, senior research analyst, Angel Commodities.Pravin Dongre, president, Indian Pulses and Grains Association, said: ""Prices have crashed in the country with increasing imports of chana from Australia. Chana imports are expected to be around 4 lakh tonnes this year compared with 1 lakh tonnes earlier."" The dip in temperature and morning dew are also likely to help production of wheat, one of the staple ingredients in the country's food basket. ""The weather is perfect for bountiful harvest. If conditions prevail for a month, yield will be higher than last year's record produce of 93 million tonnes,"" said Indu Sharma, director of Karnal-based Directorate of Wheat Research.According to latest data, wheat sowing lags behind last year's pace covering 272.79 lakh hectares - down by 4 lakh hectares. ""Stage looks perfect. The situation can be better if the sun shines through the prevailing foggy weather,"" said RS Sharma, a senior agri-scientist. Economists feel that better rabi crops will have an impact on food inflation numbers in December and January. ""We do not see a sudden spike in food inflation numbers. It may go down a little bit compared with November,"" said Indranil Pan, chief economist, Kotak Mahindra Bank.India's headline annual inflation rate, based on the monthly Wholesale Price Index (WPI), had declined to 7.24% for November 2012 compared with 7.45% for the previous month and 9.46%. Prices of potato, the staple vegetable in Indian households and a major contributor to food inflation, are likely to remain on the lower side this winter. Current prices in the wholesale market are in the range of Rs 3.60-4.20 a kg. In retail, prices are in the range of Rs 5-12 a kg. Traders expect further correction in the coming days when harvesting is in full swing.""Once the demand from North-East India is covered, prices in the domestic market will fall by 50 paise a kg,"" says Jawahar Lal Dhall of Shri Bhagwati Trader in Jalandhar mandi of Punjab. The daily arrival of potato (largely Pukharaj variety) in the mandi was over 4,000 quintal.Traders from Punjab have been dispatching potato crop to West Bengal and Assam through rail rakes on alternate days. Potato acreage in West Bengal, the second largest producer, has gone up 5% to 4 lakh hectares. ""The weather is favourable for the crop and we are hoping for good numbers this season,"" said Patit Paban De, member, West Bengal Cold Storage Association."
2,Farmers plan massive stir for fair price,http://www.thehindu.com/todays-paper/tp-national/farmers-plan-massive-stir-for-fair-price/article4288762.ece,2013-01-09,The Hindu,"Issuing a warning to the Government on rising input costs and denial of remunerative costs to farmers for their produce, Bhartiya Kisan Union on Tuesday announced a country-wide agitation. Unless we are given a fair remunerative price for our produce, we will drop production, warned the leaders at a Press conference here.These steps are urgently needed to stop farmers from committing suicide and live a dignified life, they added.Noting that the Government did not consult any grassroots farmers organisation in the pre-Budget meetings, farm leaders Ajmer Singh Lakhowal, Rakesh Tikait and Yudhvir Singh said the consultations were eyewash as no real farmers organisations were invited to these meetings.Mr. Lakhowal said last year Punjab farmers spent Rs. 300 crore on fertilizers, Rs.800 crore on diesel and Rs. 1,500 crore on buying electricity to irrigate their crop. Yet the panel for Agriculture Costs and Prices initially recommended that the minimum support price for wheat be frozen at last years level. It is only after farmers protested that a hike of Rs. 65 per quintal was given. We want crop prices to be fixed as per the recommendations of the Hooda Committee report as well as the National Farmers Commission, which says that farmers should receive 50 per cent above the cost of cultivation.Asked whether this will not raise the prices for consumers, the leaders said farmers and consumers would have to jointly launch a movement. There is a need to change the mind-set. Consumers do not mind buying chocolate worth Rs. 100 or electronic toys worth Rs. 1,000, but resent paying an additional Rs. 5 or Rs.10 for essential commodities. Farmers are not benefiting from the price rise of essential commodities. A farmer, for instance, gets Rs. 1.50 per kg for potato, which, by the time it reaches the city, is sold for Rs. 20 per kg. And the high cost of potato chips, etc., is not shared with farmers. It is the industry and middlemen that benefit, said Mr. Tikait.They said FDI in multi-brand retail will not benefit farmers as is being projected. It will only benefit traders. Small middlemen will be replaced by bigger middle-men.Bemoaning lack of farm labour, they said the Mahatma Gandhi National Rural Employment Guarantee Scheme was a conspiracy to make the workforce redundant for the farm sector so that fewer and fewer people remained in the agriculture sector. As in European countries, the Government should directly give to farmers the difference between cost of production and price at which the produce is sold in the market. Only then will farmers receive a fair price, said Mr. Yudhvir Singh.Joint movement of farmers and consumers will help, they sayWe want crop prices fixed as per Hooda panel suggestions"
3,Intense cold boon for farmers,http://timesofindia.indiatimes.com//city/patna/Intense-cold-boon-for-farmers/articleshow/17947961.cms,2013-01-09,The Times Of India,"PATNA: While intense cold conditions continue to trouble people in Patna and other parts of the state, it is a boon for farmers who have sowed Rabi crops during winter season. In fact, a little rainfall in this season will only add to a better harvest of Rabi crops. But, experts feel, if the temperature plummets further, it will create snowfall which will be bad for all the crops which are on the verge of producing good results.Deputy director of agriculture department (Information) Abhanshu C Jain said this weather is not only good for Rabi crops but even potatoes and pulses that are currently in fields flourish in low temperature. ""The temperature is not very low at the moment and it is, in general, good for Rabi crops such as wheat and maize that are sowed during winter season. A little rainfall along with latest irrigation techniques will give further boost to the crop results,"" he said.Organic vegetable growers too are happy with the spell of cold wave the state is experiencing. ""Right now we have planted organic potatoes, pumpkin, cauliflower, cabbage and tomatoes, and cold conditions are favourable for better yields. But rainfall may be harmful for these veggies,"" Nalanda Organic Grower Federation (NOVGA) chairman (marketing wing) Rakesh Kumar said.Assistant professor of Bihar Agriculture University, Sabour, Sunil Kumar said, ""If the current temperature level continue for few more days, farmers will certainly reap the benefit. But if the mercury dips further and snowfall starts, all crops will come under the cold.""Meanwhile, current spate of cold wave has hit the vegetable buyers hard. ""While potatoes are available at Rs 50 per 5 kg in the market, onion is being sold at Rs 100 per 5 kg,"" said a local seller at Anta Haat, adding, ""tomatoes are available for Rs 16, brinjals range between Rs 10-12 per kg, cauliflower for Rs 16 per kg and peas for a whopping Rs 24 per kg."" Even during peak season the rates of peas are very high. In the retail market, veggies are sold for an even higher rate, adding to the woes of Patnaites."
4,Eating gets costlier as food prices skyrocket,http://timesofindia.indiatimes.com//city/mumbai/Eating-gets-costlier-as-food-prices-skyrocket/articleshow/17991153.cms,2013-01-12,The Times Of India,"MUMBAI: The rising cost of commuting in Mumbai would perhaps be easier to bear had inflation not unleashed a multi-pronged attack on Mumbaikars. In the past year, food prices have risen unabated in the absence of checks by the authorities. Typically, a vast difference is seen between not just wholesale and retail rates but in rates across localities as retailers push up margins to make unregulated profits.Basic items, without which no meal is complete, have dented the budget of the salaried class. Beginning with breakfast items, like bread, eggs and milk, and going on to cooking oil, spices and condiments, each product has hit a new high in the past year.At the peak of winter, when prices are usually at their lowest, common roots like onions and potato are selling at Rs 18 to 20 per kg. So are tomatoes. The average price for all three is Rs 10 to 12 per kg, maybe as low as Rs 8 in a good season. ""Retail rates have doubled, it is true. But, wholesale rates have also risen from Rs 8 to 10 per kg to Rs 12 to 15. Consumers should not mind the hike if farmers are paid a better procurement price,"" says Ashok Walunj, head of the APMC's onion-potato market.A small 400gm loaf of sliced white bread now costs Rs 18, up from Rs 12 to 14 a year ago. ""Given that most households require one loaf a day, the increase translates to Rs 120 per month,"" says Khar resident Sameena Gulrajani. ""The cost of cooking oil is rising by Rs 5 to 7 every few weeks. Until 2009, safflower oil was stable at Rs 72 per litre. It now costs Rs 155, having gone up by Rs 25 in the past year alone. And the Planning Commission says Rs 32 per day is enough to sustain an individual in the city?""The president of the Indian Bakers Association, Khodadad Irani, says, ""The cumulative increase in input costs of maida flour, electricity, transportation and labour has pushed up prices of bread. Instead of branded bread, people are switching to 'ladi pav', which is unregulated in terms of weight and hygiene.""Fakhruddin Shaikh, who runs Raza Oil Depot in Behram Baug, Jogeshwari, says, ""A popular brand of coconut oil has risen from Rs 116 per litre in 2012 to Rs 220 per litre in January 2013. Consumers have no choice but to use less oil and restrict preparing fried foods.""The budget for spices is another casualty. ""Middle-class Lalbaug is paying twice the amount for common red chillis. Prices are up from Rs 100-120 per kg last year to Rs 180-200 this month. Apart from a shortage of arrivals, experts blame speculative trading on the stock market,"" says Sanket Khamkar of Chivda Galli.What upsets the consumer is the authorities' lack of intervention. ""I cannot see a single step that the government is taking to check hoarding, adulteration and price rigging by retailers. Tomatoes are selling for Rs 10 in Jogeshwari market while retailers in Bandra and Andheri are charging Rs 20. The mark-up, even by location, cannot be 100%,"" says Avadhoot Mishra who lives in the western suburbs.Last year, the state had announced a plan to end the monopoly of the APMCs and allow growers to deliver fresh farm produce to Mumbaikars directly. The plan remains in cold storage. ""This scheme will not work in Mumbai,"" declares Walunj. ""Farms are 200km away. How can a grower hire trucks to bring produce to Mumbai? Where will he park his vehicle, who will unload the goods and how will he get paid on the spot?"""
5,"Vegetables Get Cheaper, as Supply to Local Markets Increase",https://www.hindustantimes.com/mumbai/vegetables-get-cheaper-as-supply-to-local-markets-increase/story-es6duPxCrVPNyNjOo41gWN.html,2013-01-13,Hindustan Times,"As Mumbaiites prepare to adjust monthly budgets owing to rising train and bus fares and an expected LPG and diesel price hike, some respite is headed their way thanks to a fall in vegetable prices.The drop in temperature has increased the supply of vegetables to Vashis wholesale Agricultural Produce Market Committee (APMC) market, causing a subsequent fall in prices. As compared to early December, prices of some vegetables have fallen as much as 30-40%.Vegetables in abundant supply include ladys finger, capsicum, cabbage, potato and green peas causing their prices to drop drastically.Avinash Patil, deputy secretary, APMC market said, The number of vehicles with vegetables, arriving at the market has increased substantially. While in December about 450 to 475 vehicles came to the market every day, this figure stands between 550 and 575.Patil added, This excess supply has forced prices to come fall and this trend is expected to continue in February as well.To explain the situation better, Patil used the example of green peas. Green peas grow in abundance in winter, providing fresh and affordable stock for consumers. There are 60-65 vehicles of green peas that arrive at the market from Jabalpur, other parts of Madhya Pradesh and Uttar Pradesh every day. This has lowered the current price of green peas to Rs. 16-20 a kg in the wholesale market, and Rs. 25 a kg in retail market.Pradeep Gupta, a vegetable vendor at sector 9 market, Vashi said, Owing to favourable vegetables do not perish quickly and hence wastage is lesser.Gupta added, Festivals, such as makar sankranti, do affect prices but it is a temporary rise. On the whole, prices have seen a decline and should continue for a month.Residents are pleased at having to shell out lesser. Sadhana Hampras, Kopar Khairane resident said, With the steady rise on cost of living thanks to spiralling inflation, this fall in vegetable prices will provide much-needed respite to the common man."
6,"It is no sweet  affair for vendors, shoppers",http://www.deccanherald.com/content/305147/it-no-sweet-affair-vendors.html,2013-01-13,Deccan Herald,"It is no sweet affair for vendors, shoppersBangalore, Jan 13, 2013, DHNS: 1:51 ISTIts been dull shopping at the Citys markets ahead of Mondays Sankranti festival this year. Gandhi Bazaar, one of the favourite hubs for many Bangaloreans to buy festive items, was not its usual self on Sunday, as only a few people were shopping for the festival goodies.The slump has been attributed to the increase in the prices of sugarcane, sweet potato, ellu-bella and other items.Vendors said that they were forced to sell the items at high prices due to the crop failure caused by scanty rainfall. Gangamma, who sells avarekai (Indian beans) at Gandhi Bazaar, said this year she had fewer customers than last. She recalled how people thronged to buy avarekai last year.Only 35 to 40 people have come to my shop in the past two days. We are selling soaked (raw) avarekai at Rs 70 per kg, compared to Rs 40 last year.The prices of sugarcane have increased by 20 to 25 per cent this year. In Malleswaram and Gandhi Bazaar areas, a pair of sugarcane stalks is being sold at Rs 80 to Rs 100. An yard of stringed flowers that costs Rs 15 is being sold at Rs 25 at several markets.The price of a bag of ellu-bella (sesame-jaggery mix distributed during Sankranti) has gone up by around 40 per cent this season. A kg of ellu-bella costs between Rs 200 and Rs 220. Shantala, a housewife from Padmanabhanagar, was shocked to learn about the high prices at the Malleswaram market.She said: The middle-class and the poorer sections of society are affected the most due to inflation. We have to think twice and negotiate a lot, before buying any item. I have decided to distribute readymade ellu-bella only to a few houses as I cannot buy in large quantities, given the high prices.The festival season also saw a rise in prices of sweet potatoes. One kg of sweet potatoes is priced around Rs 40, which is more than the usual price. Similarly, the prices of fruits such as apples, pomegranates and mosambis have gone up and have become least affordable. A few vendors in K R Market, after witnessing a dip in sales, were seen selling a pair of sugarcane stalks at Rs 60. Jyothi K, a sugarcane vendor, said: In the morning, we were selling sugarcane stalks at Rs 75 per pair. Later, we reduced the price to Rs 60 to attract more people. Sankranti has thus proved to be a costly affair for both the buyers and sellers."
7,Vegetable prices help people breathe easy,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/vegetable-prices-help-people-breathe-easy/article4306105.ece,2013-01-14,The Hindu,"Come Pongal, the one thing that always threatens to trouble people is the cost of vegetables. Well, 2013 may be an aberration, if vegetable vendors are to be believed.According to A. Subramani and S. Akbar Althaf, members of the Kovai Mavatta Anna Motha Kaikari Vyabarigal Sangam (an association of wholesale vegetable vendors association), there is no abnormal increase in vegetable ahead of this years Pongal season.The retail price of edible sugarcane, an integral part of Pongal festivities, remains on the upswing in the city markets.The wholesale market has had a good inflow of country vegetables, which people buy for Pongal. Any increase, is only normal.They say that the price of big onion varies from Rs. 15  20 a kg depending on quality, small onion from Rs. 25  32 a kg, apple tomato and country tomato Rs. 12 a kg each, chilli from Rs. 20  25 a kg, potato from Rs. 20  25 a kg depending on quality, cabbage from Rs. 10  12 a kg, beans from Rs. 20  35 a kg, broad beans (avarakkai) Rs. 30  35 a kg, sweet pumpkin Rs. 5 a kg, brinjal Rs. 25  35 a kg, pumpkin Rs. 8 a kg.The aforementioned prices are wholesale they say and add that the prices in the retail market will vary only marginally.After Pongal there is bound to be an increase in prices of vegetables as the inflow will gradually reduce. In the retail market, there has been a good inflow of turmeric plants, neem leaves and flowers that are used to usher in prosperity in homes.The cost of sugarcane was slightly higher a couple of days ago, says vegetable dealer K. Prabhu, adding that on Sunday it, however, went down. A bunch of sugarcane ( 15  20 pieces) was sold around Rs. 250  Rs. 350 a couple of days ago. It has come down by Rs. 100.He adds that the Coimbatore markets have got their sugarcane from Pollachi."
8,"Inflation moderates, gives hope of rate cut",http://www.deccanherald.com/content/305208/inflation-moderates-gives-hope-rate.html,2013-01-14,Deccan Herald,"Inflation moderates, gives hope of rate cutNew Delhi, Jan 14 , 2013 (IANS) 22:10 ISTIndia's general inflation moderated to 7.18 percent in December, the lowest since December 2009, giving hope to the industry and banking sector of a policy rate cut by the central bank.The inflation moderated due to softening in power and fuel prices, government data showed Monday. The rate for November, 2012, was 7.24 percent.The rate in increase of prices was recorded at 7.74 percent in the corresponding month of the previous year.Moderation in inflation would give some relief to the policymakers, who have been struggling to balance the need for controlling the inflationary pressure and stimulate economic growth.Inflation has remained at an elevated level despite a tight monetary policy adopted by the Reserve Bank of India (RBI).There will be pressure on the RBI for rate cuts in its quarterly review of monetary policy for 2012-13 Jan 29, 2012.The latest inflation data also had a positive impact at the Bombay Stock Exchange (BSE).The 30-scrip sensitive Sensex of the BSE increased by more than half a percent in the late afternoon trade.Sectoral indices such as information technology (IT) was up 146.14 points, followed by bank index, which was higher by 120.78 points and consumer durables index which gained by 103.49 points.The RBI has kept key lending and borrowing rates unchanged, saying inflation remained sticky and might rise further.Another barring on the RBI, apart from a slowdown in inflation, will be the November's industrial production data, which had logged a negative 0.1 percent growth year-on-year in November 2012.However, the increase in wholesale-based food price inflation to 11.16 percent in December from 0.79 percent recorded in the corresponding month of 2011, will remain a major concern for the central bank.The rise in food prices was largely due to an exponential increase in the cost of onions, potatoes, wheat, rice and cereals, according to data released by the ministry of commerce and industry.Onions became costlier by 69.24 percent, while potatoes became expensive by 89.68 percent and the price of wheat jumped by 23.23 percent. The price of rice was up 17.10 percent, prices of cereals were up 19.02 percent and pulses surged by 17.57 percent year-on-year.Vegetables became expensive by 23.25 percent in wholesale market.However, fruits' prices dipped a little at 5.76 percent from 8.78 percent a year-ago, while that of milk also slowed down to 5.825 percent from 11.02 percent reported in the corresponding month of 2011-12.The cost of eggs, meat and fish also decelerated to 10.18 percent from 13.10 percent in the corresponding period of 2011-12.Fuel and power inflation moderated to 9.38 percent in December as compared to 14.98 percent in the corresponding month of the last year.Inflation of manufactured products declined to 5.04 percent in the period under review as compared to 7.64 percent in the corresponding month of previous year."
9,Fall in wholesale price inflation,http://www.thehindu.com/todays-paper/fall-in-wholesale-price-inflation/article4308439.ece,2013-01-15,The Hindu,"Inflation based on wholesale prices (WPI) declined marginally to 7.18 per cent in December this year even though rates of food items like rice, wheat, pulses and potato showed a rise."
