,articleTitle,articleUrl,publishedDate,sourceName,text
0,"Third year in a row, horticulture output beats grain production",http://timesofindia.indiatimes.com//india/Third-year-in-a-row-horticulture-output-beats-grain-production/articleshow/50401544.cms,2016-01-01,The Times Of India,"NEW DELHI: India's horticulture output has outpaced the production of foodgrains third year in a row in 2014-15 despite deficit monsoon, unseasonal rains and hailstorms. Besides, horticulture production also showed continuous increase unlike foodgrain output which reported a decline in 2014-15 as compared to 2013-14.The figures are part of the horticultural statistics, released by the agriculture ministry on Thursday. The report - Horticultural Statistics at a Glance 2015 - shows that while Maharashtra tops the list of states in terms of leading fruit-producing states, West Bengal is at top in terms of vegetable production in 2013-14.Similarly, Tamil Nadu is the top flower producing state while Gujarat is the leading spices producing state. Tamil Nadu is also at the top in the list of plantation-producing states in the same year.Horticultural crops comprise of fruits, vegetables, plantation crops, flowers, spices and aromatics, while the foodgrains basket contains wheat, rice, coarse cereals, oil seeds and pulses.Noting the consumption pattern, the publication said that the nutritional intake from fruits and vegetables is higher among urban population than that of rural population.Releasing the first issue of such detailed compilation, comprising district-wise statistics of horticultural output in the country, agriculture minister Radha Mohan Singh said, ""The data would help policy planners, farmers and other stakeholders"".The publication notes that India has witnessed voluminous increase in horticulture production over the last few years. ""Significant progress has been made in area expansion resulting in higher production"", it says.Data show that fruits and vegetables account for nearly 90% of the total horticulture production in India which is, at present, the second largest producer of fruits and vegetables in the world. The country is, in fact, the leader in several horticultural crops including mango, banana, papaya, cashew nut, areca nut, potato and lady's finger.On the export front, the report notes that grapes occupy the premier position with 107.3 thousand tonnes worth Rs 1,08,649 lakh of exports, followed by banana and mango. Even exports of fresh vegetables have been on the rise.The publication presents a comprehensive picture of the Indian horticulture sector by using statistical data across states, districts and time periods, covering diverse aspects such as area, production, productivity, growth trends, percentage share and value of output for major horticultural crops.Other aspects covered are outlays and expenditure under horticultural activities, monthly series of prices and arrivals over past year in respect of onion, potato and tomato; inputs for horticultural crops; exports and imports; infrastructure availability and India's position in world scenario of horticulture production."
1,Irregularities in CITCO units: Tourism body yet to take action against erring employees,http://indianexpress.com/article/cities/chandigarh/irregularities-in-citco-units-tourism-body-yet-to-take-action-against-erring-employees/,2016-01-03,Indian Express,"Adopting a pick-and-choose policy, the Chandigarh Industrial and Tourism Development Corporation (CITCO) has not initiated action against all the erring employees of the units in which irregularities pertaining to purchase and laundry had come to fore.An inquiry marked by the managing director of CITCO had revealed that potatoes were being purchased at higher rates in a total of eight units  Chef Lake View, Hotel Mountview, Hotel Shivalikview, Hotel Parkview, Baithak, Multi Purpose Industrial Community Centre (MPICC), UT secretariat canteen, and Chef, Sector 17.Although the report was submitted in February 2015, the management has so far acted against only six employees, all retired now. The latter, who were employed with Hotel Mountview, Hotel Parkview and Hotel Shivalikview, have got their retirement benefits withheld.As per an official record, CITCO purchases vegetables worth around Rs 1.50 crore annually for all its units.Similarly, an inquiry probing irregularities in a contract awarded for laundering and drying cleaning of linen in Hotel Parkview had recommended disciplinary action against nine officials in September.The management, however, has initiated action against only eight officials. CITCO Progressive Workers Union has taken up the issue with the management and has demanded action against the remaining employees.There has to be one yardstick. How can they spare a few and punish the others? It seems the management isprotecting the employees against whom no action has not been taken, said Balbir Singh Punni, general secretary of the union.He further said that the union would take up the issue with the home secretary, who is also the chairman of CITCO, if the management failed to take action against the remaining employees. CITCO MD Kavita Singh said that no erring official would be spared.For all the latest India News, download Indian Express App now"
2,Dal prices show no sign of coming down,http://timesofindia.indiatimes.com//city/ludhiana/Dal-prices-show-no-sign-of-coming-down/articleshow/50482516.cms,2016-01-07,The Times Of India,"Ludhiana: The new year has already begun, but there is nothing new as far as the prices of pulses go. It is the same old sad story for city residents, as the prices of essential pulses are showing an upward trend yet again. Hamish Gupta, a city-based retailer from Ghumar Mandi, says: ""Though prices have hiked suddenly, it's just a temporary phase. Generally, the prices of pulses are stable in nature. The recent price hike is mainly due to the advent of supermarkets and bulk buyers who create a shortage in the wholesale stock. Such demand creates a rise in prices for retailers.""""It's quite astonishing to see that cooking a meal of four with 'daal chawal' will cost me four times compared to cooking a dish of 'aloo matar' and 'saag'. There used to be time when veggie prices used to fluctuate, and then I used to opt for dal and pulses, but now the situation has reversed,"" says Rashmi Chadda, housewife from Kidwai Nagar. To this, another resident from SBS Nagar, Sushmita Kalra, adds: ""These days, three kg of peas (costing Rs40 per kg) is less than one kg pack of 'arhar dal'. The case is similar for other veggies, be it tomato (Rs40per kg), potato (Rs10 per kg) cauliflower and carrots (Rs15 per kg). The authentic 'sarson ka saag' is just a saviour in such a crisis situation, when one has to decide the menu of a dinner party, especially when budget has to be maintained.""Arhar Dal: 150Maa Dhuli: 180Masar Daal Dhuli: 130Moth Sabat: 110Raungi: 100Channa Dal: 80Black Chaney: 90Maa Sabat: 160Moongi Sabat: 120Moongi Dhuli: 130(Prices are for retail in rupees per kg)"
3,"Supplies from Guntur, Krishna districts stopped",http://www.thehindu.com/todays-paper/tp-national/tp-telangana/supplies-from-guntur-krishna-districts-stopped/article8080422.ece,2016-01-08,The Hindu,"There has been a sudden spurt in vegetable prices though this is the season where one should find vegetables aplenty and at a low price.Tomato is being sold at Rs. 40 per kg while ridge gourd is Rs. 60 per kg; lemon is Rs. 79; carrot Rs. 55; colacassia Rs. 45; beetroot Rs. 40; onion Rs. 30 to Rs. 40; ladies finger Rs. 58; potato Rs. 20; green chilli Rs. 62 per kg.Tomato was sold at Rs. 60 per kg two days ago and it had come down a little while the prices of other vegetables are going up with each passing day.P. Radhamma, a resident of Excise Colony, said this was the season when vegetables should be available in good quantity and at cheaper rates. If vegetables are costing so much now, it is going to be very tough next summer, she opined.A farmer, N. Venugopal Reddy, said the sudden spurt in prices was due to stoppage of vegetable supplies from Guntur and Krishna districts.Since the trucks transporting them have to pay road tax, they stopped coming to Telangana districts.The AP government is offering subsidy on transport tax and more farmers are supplying their produce  vegetables and flowers  to Bengaluru, he pointed out.According to him, four trucks used to come to Hyderabad carrying Okra everyday. Now they stopped.Naturally, the price of Okra goes up. That is what is happening to other produce as well, he said."
4,'Govt committed to remove regional imbalance',http://www.deccanherald.com/content/522749/govt-committed-remove-regional-imbalance.html,2016-01-12,Deccan Herald,"'Govt committed to remove regional imbalance'Tarikere, Jan 13, 2016, DHNS: 23:28 ISTChief Minister Siddaramaiah said residential schools will be started in all hobli centres in the State this year.He was speaking after inaugurating various development works and laying foundation stone for development works, taken up at a cost of Rs 260.11 crore, in the town on Tuesday.Siddaramaiah said the government has been according priority to school education.He said the government would chalk out programmes to increase the groundwater table in the State. More than 1,200 water bodies would be rejuvenated at an estimated cost of Rs 5,000 crore, he added.The government is committed to remove regional imbalance. Nanjundappa Committee report had recommended the government to spend Rs 36,000 crore in eight years for the purpose. Accordingly, the funds are being utilised to ensure that there is no regional imbalance in the State. The government is committed for integrated development of the State, he stated.The chief minister said the government has given priority to irrigation projects. In the last two-and-a-half years, a sum of Rs 33,000 crore has been utilised for irrigation projects. The government has formulated programmes aimed at social justice in the society, he added.MLA G H Srinivas appealed to the chief minister to sanction a polytechnic, a veterinary college at Amrut Mahal Kaval, a cold storage centre for onion and potato growers at Shivani.Series of protestsBharatiya Janata Party workers, under the leadership of former MLA D S Suresh, staged a protest alleging that the chief minister is inaugurating and laying foundation for the works that were either inaugurated or laid foundation when the BJP was in power in the State.Bhadravathi Mysore Paper Mills (MPM) also workers staged a protest on the occasion.Alleging that MPM Managing Director Harsha Gupta is conspiring to privatise MPM, the workers said and charged that more than 1,100 labourers have been removed from the job. No facilities had been provided to the labourers.Permission was denied to MPM workers family members who wanted to submit a memorandum to the chief minister.Condemning the attitude of the chief minister for failing to receive their grievances, they blocked the road and raised slogans against him.Police training centreLater, speaking after inaugurating a police training school at Gedlehalli and various development works in Kadur, Siddaramaiah said, I have a great respect to Kadur. I will respond to the development of Kadur constituency.The police personnel require additional technical training when the cyber crimes are increasing.Therefore, a training centre will modern facilities is started at Kadur, he said.MLA Y S V Datta said a permanent irrigation project should be taken up in Kadur. The government should allow Kadur to tap water from Bhadra river. It should also sanction a womens college, an engineering college to Kadur along with a rural and traffic police station, he urged the chief minister."
5,"Still in negative, wholesale inflation rises on costlier food items in December",http://timesofindia.indiatimes.com//business/india-business/Still-in-negative-wholesale-inflation-rises-on-costlier-food-items-in-December/articleshow/50573900.cms,2016-01-14,The Times Of India,"NEW DELHI: Deflationary trend eased in December with WPI inflation moving up to (-)0.73 per cent as food articles, mainly vegetables, turned costlier.The Wholesale Price Index-based inflation has been rising for the last four months and was (-)1.99 per cent in November. In December 2014, it was (-)0.50 per cent.This is the 14th straight month since November 2014 when the wholesale inflation has remained in the negative zone.Food inflation, however, shot up to 8.17 per cent in December as against 5.20 per cent in the previous month. Inflation in pulses and onion stood at 55.64 per cent and 25.98 per cent, respectively. The rate of price rise in case of vegetables was 20.56 per cent during December and for fruits it was 0.76 per cent.The rate of price rise in potato was (-)34.99 per cent while in egg, meat and fish it was 5.03 per cent. Inflation in fuel and power segment was (-)9.15 per cent and for manufactured products it was (-)1.36 per cent in December.Inflation for October has been revised to (-)3.70 per cent from the provisional estimate of (-)3.81 per cent.Reserve Bank may face pressure to reduce the key lending rate further as industrial production contracted by 3.2 per cent in November, its sharpest decline in four years.Governor Raghuram Rajan had on Wednesday said the bank will carefully look into the latest data on industrial production, and come out with a ""reasoned response"". Besides IIP, the central bank also looks into retail inflation data while firming up its monetary policy stance.Retail inflation has been rising for five straight months and stood at 5.61 per cent in December. RBI's next bimonthly policy review will be unveiled on February 2."
6,"Luxury tax makes samosa, mosquito repellents dearer in Bihar",http://www.deccanherald.com/content/523047/luxury-tax-makes-samosa-mosquito.html,2016-01-14,Deccan Herald,"Luxury tax makes samosa, mosquito repellents dearer in BiharPatna, Jan 14, 2016, PTI: 19:48 ISTSamosas and mosquito repellents among other 'high-cost' items have become costlier in Bihar after the state government decided to impose a hefty 13.5 per cent tax on them to raise funds for developmental projects, a decision inviting sharp criticism from the opposition.The state cabinet, headed by Chief Minister Nitish Kumar, in its meeting on Tuesday approved a proposal to impose 13.5 per cent tax on eatables like 'samosa', kachouri, bhujia and potato chips, and other items, including mosquito repellents.The state government said the hike in VAT was to fund developmental projects.Leader of Opposition in the Legislative Assembly Prem Kumar told PTI that the decision makes it clear that the secular alliance government has no concern for citizens and it was intended to ""increase financial burden on them.""""These are unnecessary hikes and will not help in generating much revenue to the state government,"" Prem Kumar said. Commercial Taxes Minister Bijendra Prasad Yadav, however, justified the hike. ""Taxes have been increased only on high cost items used by citizens having good financial strength,"" he said.""Only by mobilising some additional resource from richer sections of the society, the state government can undertake welfare works for the poor,"" he added.JD(U) spokesman Neeraj Kumar echoed the views. ""Those who can afford should make some sacrifice to help the state government take up programmes for betterment of the poor,"" he said.The state cabinet has decided to impose 13.5 per cent tax on luxury items, including sweets priced more than Rs 500 a kg, to raise additional revenue for development work."
7,Harvest festival keep traders busy,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/harvest-festival-keep-traders-busy/article8105329.ece,2016-01-14,The Hindu,"Brisk sales:Sugarcane sales has begun to pick up in Vellore markets. (Right) Roadsides in Long Bazaar have turned colourful with sale of rangoli powder.  Photos: C. VenkatachalapathyThe festival of harvest is here, and the markets are turning busy in Vellore. With sugarcane being integral to Pongal festivities, loads of cane has started to arrive to Long Bazaar from various parts of the State.Long Bazaar, which has always been a one-stop for all festival needs, is now buzzing with crowd shopping for the harvest festival.Cost of caneSale of sugarcane has started to pick up in Vellore. A bundle of sugarcane consisting of 18 to 20 canes cost Rs. 400 to 550 now. The cost depends on the canes height and thickness. Last year, a bundle was sold for Rs. 300 to Rs. 500, Aslam, a shopkeeper said.Vellore gets most of its sugarcane supply from Salem, Chidambaram and Kumbakonam, he said, adding, The yield was good this year but the rains in November damaged crops severely. Now, it seems that the government is procuring the damaged canes, and hence, farmers have been able to breathe easy. Vendors sell single sugarcane for Rs. 50 to Rs. 70.There cannot be sweet Pongal without jaggery. With jaggery being another key ingredient for the festival, the districts own-made jaggery is up for sale in Vellam Mandi. A kilo of jaggery costs Rs. 30 to Rs. 40 depending on colour. Jaggery produced from various parts of the district is supplied to other parts of the State including Chennai and Kancheepuram, said Rajendran, shop keeper at the mandi.However, he said that the sales were dull now when compared to last year. The production itself is less this year, he added.Vegetables cost reasonableThe cost of vegetables is nothing worrying, say vendors. Prices have been stable for sometime now. The rates of most of the vegetables are normal. On some days, there is variation in cost due to dip in supply. But consumers have nothing to worry while purchasing vegetables for Pongal festival, said A. Balu, president of Vellore Town Nethaji Market Kaikari Vyabarigal Sangam.People buy pumpkin, yam, mochaikai, sweet potato and potato for Pongal, he said. A kilo of pumpkin cost Rs. 15, yam is Rs. 25-Rs. 30, mochaikkai is Rs. 30, sweet potato is Rs. 25-Rs. 30 and potato is Rs. 20. From last weeks rate of Rs, 60, the price of tomato (a kilo) is now Rs. 40.The roadsides of Long Bazaar have turned colourful with packets of rangoli powder being decked up at stalls.A packet of 100 grams of the colour powder costs Rs. 10. The sales will pick up today, a vendor said.Vendors in the flower market said the prices continue to be affordable for the festival season.Ropes and bellsApart from this, colourful ropes and bells to decorate cows are also up for sale in Long Bazaar."
8,"WPI dips 14th time in row, food prices up",http://timesofindia.indiatimes.com//business/india-business/WPI-dips-14th-time-in-row-food-prices-up/articleshow/50583835.cms,2016-01-15,The Times Of India,"NEW DELHI: The country's wholesale price inflation fell for the 14th consecutive month in December but the sharp increase in food inflation posed fresh risks for policymakers.Data released by the commerce and industry ministry on Thursday showed inflation, as measured by the wholesale price index, declined an annual 0.73% in December compared to a dip of 1.99% for the previous month and a contraction of 0.50% during the corresponding month of the previous year. The fuel and power fell 9.2% year-on-year in December reflecting the sharp decline in global crude oil prices. But the increase in food inflation stood out.In December food inflation rose an annual 8.2%, rising from November's 5.2% largely driven by a sharp spike in price of pulses which rose 55.6% year-on-year in last month. Prices of vegetables also firmed up rising an annual 20.6% during the month, while onion prices shot up an annual 26%. Potato prices fell nearly 35% year-on-year during December.Data released earlier this week showed retail prices inched for the fifth consecutive week in December to an annual 5.6% compared to the previous month's 5.4% increase. The government revised the reading for October to a decline of 3.7% compared to the previously reported number of a contraction of 3.8% Economists said the rise in food inflation was a worry and need to be watched. The RBI has also said that food prices need to be watched to assess the impact of patch monsoon rains on the farm sector. ""The considerably steeper increase in food inflation at the wholesale level than at the retail level in December 2015 poses some concern,"" said Aditi Nayar, economist at ratings agency ICRA.She said on a sequential basis, food prices displayed a disparate trend in December 2015, hardening at the wholesale level by 0.6% and softening at the retail level by 1.0%. Nayar said the month-on-month uptick in wholesale food prices in December 2015 may be a pre-cursor to a similar trend at the retail level in the ongoing month. ""With the contraction in industrial output in November 2015 largely attributable to a one-off base effect and the hardening of retail and wholesale inflation in December 2015, we continue to expect the RBI to pause until the fiscal targets for 2016-17 are revealed in the Union Budget,"" said Nayar."
9,‘Establish Agro Food Park in Erode’,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/establish-agro-food-park-in-erode/article8109847.ece,2016-01-15,The Hindu,"The Federation of All Trade and Industries Associations of Erode has urged the State Government to establish an Agro Food Park in Erode district for ensuring value addition to the produce.DevelopmentEstablishment of such a facility is the only way to bring about equitable development in industry and agriculture spheres, Association president N. Sivanesan said in a letter addressed to the State Industries Minister P. Thangamani.Thanking the State Government for establishing the Spices Board at Erode, Mr. Sivanesan said vegetables and fruits produced in the neighbouring districts could be processed in the proposed facility.Cold storageEvery taluk must have a cold storage centre, he said. The other demands included a Herbal Park and seed farm for potatoes in Thalavadi, turmeric processing centre in Erode, perfumery in Sathyamangalam and value addition centre for banana at Gobichettipalayam.A demand for such a facility has already been made to the Union Commerce Ministry by the Erode District Small Industries Association (EEDISSIA), for pushing up the status of agriculture sector and transforming progressive farmers into entrepreneurs, through skill orientation on processing and packaging, he said.The EEDISSIA had specified that an Agro Food Park was a must for ensuring better price for farm produce, determination of safety and quality, and preservation of the produce.The facility, according to the association, will be helpful for farmers to receive guidance right from seed selection to export.The EEDISSIA had also sought for Erode a full-fledged centre of Central Food Technological Research Institute."
