,articleTitle,articleUrl,publishedDate,sourceName,text
0,Mixed prices prevail in vegetable market,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Mixed-prices-prevail-in-vegetable-market/article16976310.ece,2017-01-02,The Hindu,"Traders in Vellore say the quality of some of the vegetables is good but their supply is insufficient. File photo: C. VenkatachalapathyWith the start of a new year, affordable prices are something that many consumers would look for. For a week now, mixed prices are prevailing in the vegetable markets, as traders say that the price of few vegetables have shot up, while the cost of a few have dropped, and these rates are here to stay for at least another week.The last week of 2016 saw the price of some vegetables such as onions, beans and broad beans (avarakkai) shoot up due to various reasons, according to A. Balu, president of Vellore Town Nethaji Market Kaikari Vyabarigal Sangam.The rates of beans and avarakkai have increased in the last two days. This is primarily because the quality of vegetables is good but the supply is less. Many consumers are purchasing the two vegetables and this has hiked the prices. These vegetables are supplied from Andhra Pradesh and Karnataka, he said.From costing Rs. 10 to Rs. 15 earlier, the rate of one kilo of beans has doubled toRs. 30 now, while the price of avarakkai has gone up from Rs. 15 to Rs. 25.All is not well with onions too. Mr. Balu said the onions supplied from Andhra Pradesh that were of medium size and even smaller used to be sold for Rs. 5 or Rs. 6 in Vellore.Now, the supply from AP has stopped, and onions from parts of Maharashtra such as Pune and Ahmednagar have started to arrive. Those procuring the stock have to pay Rs. 5 per kilo on commission and toll. So, onions are sold at Rs. 15 to Rs. 20 to fetch profit, he said.He added that it would take at least a week for the price of onions supplied from Maharashtra to stabilise.Drumsticks rate has also gone up as the mist affected flowering and yield. It was sold for Rs. 80.The rate of peas, which are usually priced high, could come as a surprise. The price dropped from Rs. 80 to Rs. 25 to Rs. 30 last week, he said.While small onions (a kilo) costs Rs. 20, tomatoes are priced at Rs. 5 to Rs. 8. Potatoes cost Rs. 12 to Rs. 14, while ladys finger is priced at Rs. 25 to Rs. 30. The local thorny variety of brinjal is priced at Rs. 30 a kilo, while carrot is sold for Rs. 10.The rates of other vegetables are  cabbage  Rs. 6 to Rs. 8, ginger  Rs. 20 to Rs. 40, snake gourd  Rs. 12, bitter gourd  Rs. 15 to Rs. 20, pumpkin  Rs. 10, green chillies  Rs. 20 to Rs. 30, and coriander (a bunch)  Rs. 25 to Rs. 30.Coconut was sold for Rs. 5 to Rs. 8 (local), while those from Pollachi cost Rs. 10 to Rs. 20.The same rates will continue for a week, Mr. Balu said."
1,'Non-profitable' agriculture shrinking fast in hill villages,http://www.hindustantimes.com/dehradun/non-profitable-agriculture-shrinking-fast-in-hill-villages/story-ObaZQsaEuuzYk4aauXSqGN.html,2017-01-05,Hindustan Times,"Digamber Negi, 37-year-old farmer in picturesque Doon Dwara village on the border of Dehradun-Tehri Garhwal districts, is cursing his fate after monkeys barged into his field a week ago and destroyed vegetable crop.Like Negi, several other villagers have similar plight to share. The village has a population of 320 people and they are dependent only on agriculture.Villagers complain that in the past one decade or so, attacks by monkeys and wild boars in their agriculture land have made things difficult. We keep guarding fields from monkeys during day and from wild boars during night, said Negi.Farming in hills is shrinking fast and farmers losing interest in it. Besides attacks by monkeys and wild boars, farmers facing problem due to lack of irrigation facility. Farming in hills is rain fed and canals are limited to some pockets.In Doon Dwara, villagers have either stopped or growing limited crops like millets, oats, vegetables like cucumber, tomatoes, potatoes etc.Shyam Singh, another farmer, said monkeys destroy vegetables while wild boars destroy potato fields. We are left with very little options, Singh said.Farming in hills has become a non-profitable entity. Government figure shows that agriculture land came down from 7.91 lakh hectares in 2009-10 to 7.41 lakh in 2011-12.Half of the states agricultural land falls in four districts of Dehradun, Nainital, Haridwar and Udham Singh Nagar in plains and rest is shared by nine hill districts.Prakash Dimri, another farmer, said: 2,200 is the average cost that comes on sowing in an area of 0.02 hectares or 1 nali while the return is not more than 1,500.The land holdings are tiny and which are getting further fragmented over time. 87% farming in hills is rain fed while only 13% has irrigation facility, said Vijay Jardhari, an agro expert.Change in the climate pattern is also a big concern, rain cycle is no more regular thus farmers are left with little choice, he said.Jardhari said farmers must continue with millets since it survives drought like condition and give handsome returns. He, however, is clueless on providing solutions to farmers who were not growing millets owing to threat from wild animals.Due to growing population of monkeys, acres of arable land left untilled and agriculture activities have almost reduced to vicinity of houses in the villages.Villagers in Thano in the outskirts of Dehradun are trying to grow crops such as ginger, turmeric, bitter gourd and lady finger that usually monkeys dont eat.People in Balori village that falls in Pauri district have passed a resolution asking the district administration to either drive away monkeys or vasectomise them.The forest department is entrusted with the task of catching monkeys but it is confined to urban areas. In February 2016, the department gave permission with riders to kill the wild boars affecting farming in hills.Killing wild boars is not an easy task. In the absence of trained hunters, the order is meaningless said Ratan Aswal of village Mirchoda."
2,"In This Maharashtra Village, Parents Migrate for a Living, Children Die",http://www.hindustantimes.com/india-news/in-this-maharashtra-village-parents-migrate-for-a-living-children-die/story-csNQgANn8n2g3NOmC3wecJ.html,2017-01-05,Hindustan Times,"As Soni Wadwi breastfed her one-year-old son, Sonu, outside her hut in Khoch village, Palghar district of Maharashtra in western India, she recounted how he almost died from severe malnutrition four months ago.The family left the village last year for work for several months as many do. When they returned, Sonu was weak and admitted to a hospital.Wadwis son survived and made a full recovery but about 400 other children died from malnutrition-linked illnesses in Palghar between April and November 2016 -- a rising trend that campaigners put down to an annual pattern of migration for work.In the last three years, malnutrition has claimed the lives of about 1,600 children in Palghar, a tribal region battling high unemployment and poverty, with national headlines over child deaths prompting government action to address the problem.Read: Maharashtra tribals dont eat wheat, barter it for salt, oil, says studyKhoch lies 150 km from Indias commercial capital Mumbai and close to the border with Gujarat, one of the countrys most prosperous states, but unemployment is forcing parents to move to cities to find work to feed their children.Palghars problem of malnutrition is shocking because of its proximity to Mumbai, but it is migration to Mumbai that is at the root of this problem, said Milind Thatte, founder of Vayam, a movement for tribal development.People from Palghar migrate to Mumbai for work, but the cost of living there is very high. They dont eat to save money.Villagers start leaving Palghar in December for the Mumbai satellite towns of Thane and Bhiwandi where they often work 12-hour shifts at construction sites or road building projects.Once the monsoon season halts construction, workers return to villages in July for a jobless spell until October, when the start of the harvest provides daily work on farmland.Locals refer to September as starvation month, when many people are unemployed and childrens deaths peak.The end of the harvest in December again signals the end of the villagers home stay.We have no work now, but we will leave soon. We are waiting for the seth (the construction site contractor) to come and take us, Wadwi said.BOTTOM OF THE LADDERNamdev Savara, a member of the Kathkari tribe, has devoted an entire wall of his one-room hut in Khoch to colourful depictions of Indian gods and goddesses.So when his son, Ishwar - which means the supreme lord in Hindi - died in September, he hung a black and white picture of the child on this wall of worship.Savara said he will not leave Khoch in 2017 and he will work on a local road construction project with his wife. The couple will stay close to their two other children who go to school.According to government data about 39% of Indian children suffer from chronic undernutrition and around 42.5% are underweight.In Palghar, malnutrition most affects the Kathkari tribe -- a one time forest community which is among the lowest in the pecking order of the Indian caste system.Most children who died this year due to malnutrition-linked illnesses were from the Kathkari community, said Nidhi Chaudhari, who heads the Palghar local government office.Vivek Pandit, an activist who has represented the area in the Maharashtra state assembly, said Kathkari people dont have land and are handpicked for their ability to do strenuous work.They work at construction sites, break stones for road construction or at brick kilns, Pandit said.Employers usually prefer to hire Kathkari couples as they coordinate better and are cheaper than two men, with men paid around 200 rupees daily and women anywhere between 50 and 100 rupees.The migrant workers survive on rice and the occasional dish of potato and onions, saving their money for the jobless months.WEAK AND VULNERABLEDoctors said children suffer due to irregular feeding patterns when both parents work long hours.The parents priority is not their childs health but to earn their daily wages, said Ramdas Marad, superintendent at the Palghar sub-district hospital that runs at twice its capacity in the monsoon months between June and September.Children are more vulnerable to disease such as pneumonia or respiratory infections during this time as they are weak and their immunities are compromised.The government is drawing up a list of Kathkari tribe members to ensure they benefit from the government schemes for jobs and education, among the others that they are eligible for.The government has even started a new road project in Khoch to attempt to slow migration, but only a handful of people who have bank accounts are so far eligible.Savara is among them but his decision to stay in Khoch this year is an anomaly in the village where migration began last month.Many, such as Wadwi, even committed to leave in September, when a contractor visited families and bought promises of migration against an advance payment.I know my child was malnourished when we migrated last year. But what will I feed him if I dont work? she said."
3,Demonetisation protest: Farmers throw vegetables on road,http://indianexpress.com/article/india/demonetisation-protest-farmers-throw-vegetables-on-road/,2017-01-06,Indian Express,"Farmers protest at Samrala in Ludhiana on Friday. Gurmeet Singh Farmers protest at Samrala in Ludhiana on Friday. Gurmeet SinghHUNDREDS OF farmers gathered at the main chowk in the Samrala area of Ludhiana on Friday and threw vegetables, milk, eggs on the main road saying they had no choice but to throw away their produce as demonetisation had caused them losses.The farmers had come under the banner of Bharti Kisan Union (Rajewal) and they stated that in the upcoming polls, they would ask each candidate his stand on ending the demonetisation woes of farmers.Balbir Singh Rajewal, union president, said: BJP is going gaga over Chandigarh polls where poll percentage was nearly 51 per cent and hence angry people did not even vote. This time, I urge farmers to press the NOTA button and reject all parties as demonetisation of 500 and 1,000 rupee notes has not ended our woes even at the end of the PMs 50-day deadline.Joginder Singh, a farmer from Seh village, said, We are getting Rs 1 per kg price for cauliflower while Rs 4-5 a kg each for peas and carrots. Potatoes are being sold at Rs 2 a kg by us at mandis and in the evening, we give our animals the stock left to eat as this is the only option left with us. Our expenditure is more than double and income is bare minimum.Rajewal added, Our farmers have not got pending payments of milk supply for the past two months. As milk co-operatives are giving a lumpsum cheque to societies and they are not able to give the cash amount to all the supplier farmers. So, they have no choice but to throw milk on the roads.Similar is the condition with payment of eggs. Prices of eggs have also crashed drastically in the market. Poultry farmers thus stated that they were incurring losses while the government was making tall claims over cashless society.For all the latest India News, download Indian Express App now"
4,'Non-Profitable' Agriculture Shrinking Fast in Hill Villages,https://www.hindustantimes.com/dehradun/non-profitable-agriculture-shrinking-fast-in-hill-villages/story-ObaZQsaEuuzYk4aauXSqGN.html,2017-01-06,Hindustan Times,"Digamber Negi, 37-year-old farmer in picturesque Doon Dwara village on the border of Dehradun-Tehri Garhwal districts, is cursing his fate after monkeys barged into his field a week ago and destroyed vegetable crop.Like Negi, several other villagers have similar plight to share. The village has a population of 320 people and they are dependent only on agriculture.Villagers complain that in the past one decade or so, attacks by monkeys and wild boars in their agriculture land have made things difficult. We keep guarding fields from monkeys during day and from wild boars during night, said Negi.Farming in hills is shrinking fast and farmers losing interest in it. Besides attacks by monkeys and wild boars, farmers facing problem due to lack of irrigation facility. Farming in hills is rain fed and canals are limited to some pockets.In Doon Dwara, villagers have either stopped or growing limited crops like millets, oats, vegetables like cucumber, tomatoes, potatoes etc.Shyam Singh, another farmer, said monkeys destroy vegetables while wild boars destroy potato fields. We are left with very little options, Singh said.Farming in hills has become a non-profitable entity. Government figure shows that agriculture land came down from 7.91 lakh hectares in 2009-10 to 7.41 lakh in 2011-12.Half of the states agricultural land falls in four districts of Dehradun, Nainital, Haridwar and Udham Singh Nagar in plains and rest is shared by nine hill districts.Prakash Dimri, another farmer, said: 2,200 is the average cost that comes on sowing in an area of 0.02 hectares or 1 nali while the return is not more than 1,500.The land holdings are tiny and which are getting further fragmented over time. 87% farming in hills is rain fed while only 13% has irrigation facility, said Vijay Jardhari, an agro expert.Change in the climate pattern is also a big concern, rain cycle is no more regular thus farmers are left with little choice, he said.Jardhari said farmers must continue with millets since it survives drought like condition and give handsome returns. He, however, is clueless on providing solutions to farmers who were not growing millets owing to threat from wild animals.Due to growing population of monkeys, acres of arable land left untilled and agriculture activities have almost reduced to vicinity of houses in the villages.Villagers in Thano in the outskirts of Dehradun are trying to grow crops such as ginger, turmeric, bitter gourd and lady finger that usually monkeys dont eat.People in Balori village that falls in Pauri district have passed a resolution asking the district administration to either drive away monkeys or vasectomise them.The forest department is entrusted with the task of catching monkeys but it is confined to urban areas. In February 2016, the department gave permission with riders to kill the wild boars affecting farming in hills.Killing wild boars is not an easy task. In the absence of trained hunters, the order is meaningless said Ratan Aswal of village Mirchoda."
5,Miffed  Mamata Banerjee calls for Narendra Modi-less national government,http://timesofindia.indiatimes.com/city/kolkata/miffed-mamata-banerjee-calls-for-modi-less-national-government/articleshow/56385351.cms,2017-01-07,The Times Of India,"KOLKATA: Chief minister Mamata Banerjee again asked for a national government with some other BJP leader at the helm, citing revenue and job loss in all the states after Narendra Modi 's demonetisation move.While taking stock of the departments at Town Hall, she said: ""Our state suffered a Rs 5,500-crore revenue loss. A total of 1.70 crore people have been hit hard, with 81.5 lakh losing their jobs. The Prime Minister can't run the country. Let there be a national government and let someone else from BJP take over. It can be Advani, Rajnath Singh or Arun Jaitley .""Appreciating what President Pranab Mukherjee said about providing protection to the poor, the CM urged him to become a saviour for the states.""The present PM is the great Kalidas who is cutting branches of the tree on which he is. The country isn't in safe hands of `buddhiharan babu' (a fool).Even government projects have been hit. I ask SDOs to get in touch with the CMO in the event of a government project being stalled,"" the CM said, asking officials to create a dedicated CMO phone number for this.Mamata feared that worse is in store for the state. ""What you are seeing now isn't the bottom of the crisis.The worst is yet to happen. How long can industries operate without funds? They are running out of working capital. People have money in banks, but they can't withdraw it. We don't know how long the cashless PM will continue with the cash withdrawal ceiling. Farmers, bidi workers, tea plantation workers, those working in jute mills, artisans, weavers and jewellery makers are the worst hit. The Centre had promised Rs 2,500 crore to cooperative banks. But they have got only Rs 300 crore. The cash crunch has taken a toll on rabi crops and potato farming too."" She argued that the slump in farming will lead to aspike in commodity prices in the near future and the country will be heading towards famine.The CM also hit out at Modi over his bid to do away with the old institutions. ""Yesterday , we got a letter from the ministry of corporate affairs dissolving the board for industrial and financial reconstruction (BIFR). This is not the only one. Soon after he came to power, the PM abolished the planning commission, which used to allocate resources for states. He replaced it with Niti Ayog. The PM has been eroding institutions that formed the country's backbone,"" the CM said.The CM took a dig at the deployment of CRPF jawans in front of the state BJP office. ""Political parties are calling in the CRPF when there is a state government. The PM is misusing government agencies. The country is witnessing a terror, we have to come out of it."" She then appealed to all political parties to set aside their differences and chalk out a common minimum programme for the national government."
6,Hope a failed harvest for farmers as cash runs dry,http://timesofindia.indiatimes.com/india/hope-a-failed-harvest-for-farmers-as-cash-runs-dry/articleshow/56385254.cms,2017-01-07,The Times Of India,"Sale of seeds, fertilisers and pesticides fell 40% post demonetisation 02:01More than 50 days after demonetisation , farming remains hit by the twin blow of a continuing cash crunch , which is making crop inputs such as fertilizers difficult to procure, and rockbottom prices of produce.TOI travelled across a 400km slice of south-western Uttar Pradesh flanking the Yamuna and found farmers simmering with anger at the damage caused by the move.Cash shortage had led to vegetable prices crashing, delayed wheat sowing and inadequate inputs for winter crops as well as a fall in wages.Among the more marginalised sections such as small farmers, brick kiln workers, small vendors, construction and casual labourers, the effects were magnified and severe.Post December 30  the cut-off date announced by the PM for a transition to better days  the situation doesn't appear to have changed much.Queues continue at many village banks, stoking worry among farmers for their winter crops. This ground reality appears to contradict the optimism expressed by the finance minister that increased sowing this year was an indicator of farmers' ""support"" for demonetisation.In Aligarh, Mathura and Agra, normal wheat sowing is done in the first fortnight of November. Because of the sudden note ban , it was delayed by 15-20 days, said farmers at Managarhi village in Mathura district. ""We used stored grain for sowing since there was no cash for buying. Other expenses are pending. Now the worry is, how to water this crop and arrange for fertilisers?"" said Raj Kumar, who has sown about five acres.The same worry haunts farmers in Etawah and Auraiya, although their normal sowing time is in the first week of December. Sadan Kumar from Ekghara village in Etawah has also used stored grain as seed and plans to use less fertilizer. Irrigation is a bigger concern because mostly pumps are used and this requires cash for diesel. For those who don't own a pumpset, buying water is a major expense at Rs 4,500 per acre, said Kundan Singh in Mathura.That the rabi crop is not getting required inputs of seeds, fertilisers and pesticides or fungicides is confirmed by traders. Sanjeev Yadav in Saifai and Ram Khilona Mishra in Bakewar are vendors of agri inputs. They told TOI that ""sales were down 30- 40%"" despite them offering some credit facilities.From Mathura in the west to Auraiya in central UP, growers of cauliflower, brinjal, potato, chillies, tomatoes, etc told TOI that vegetables sold for one fourth to one tenth of expected prices after note ban.""We have never seen such a time,"" said 80-year old Saudan Singh from Mitholi village in Mathura who sold his brinjal harvest for just 80p per kg and tomatoes for Rs 3 per kg in November.In Ankodia village in Etawah, Anoop Kumar said that cauliflower went for just Rs 5 per kg while potatoes dropped to Rs 2-3 per kg. While the kharif harvest of paddy and pulses like arhar was sold for lower prices in mandis, transactions were mostly done in the old notes till December end.As long as petrol pumps were allowed to accept the old notes, farmers would use payments from wholesale traders to buy diesel, said a trader in Etawah.But across the Chambal river near Etawah, in Bhind, MP, where the main crops are less water-requiring bajra, moong, urad and til, the mandi wears a haunted look as farmers are not selling their produce because they don't want to be paid in cheques. E-transactions are virtually absent.Says Akhtar Khan of Khanpur village in Auraiya, ""I haven't sown my four bighas. It is located near a forest area and requires a lot of care. Where will Iget the cash for all that?"""
7,Agri hub Bangarmau on expressway to growth,http://timesofindia.indiatimes.com/city/lucknow/agri-hub-bangarmau-on-e-way-to-growth/articleshow/56412402.cms,2017-01-09,The Times Of India,"LUCKNOW: Known for its large vegetable mandis and for being the agricultural trade centre for Unnao region Bangarmau will soon become an industrial hub with the Agra Expressway attracting traders to come and set up agro-based industries there.Mill owners and mandi shopkeepers told TOI that in the past one year, many traders from Delhi, Haryana and Punjab have come to expressed their desire to set up industries here, eyeing an opportunity of easy and smooth transport of processed food products to Mandis of Lucknow, Delhi and Gujarat via the Aeway.Udbhav Singh, a renowned mill owner, said, ""Bangarmau is known for the largest potato mandi and highest maize production in Unnao and Kanpur.Many traders from Delhi and Haryana are looking at it as a venue to set up food processing plants to manufacture potato chips, juices and confectioneries which can be transported easily to markets in Gorakhpur, Lucknow, Gujarat and Delhi via Agra e-way. Some have even approached us to supply maize in bulk.""Bangarmau has half a dozen big flour and maize mills, a dozen rice mills, large cold storage for potatoes and numerous mandis for green vegetables and fruit. The launch of the expressway in November facilitated farmers, mill and mandi owners significantly as they are able to transport their produce to man dis of Gorakhpur, Delhi and Lucknow in almost half the time it used to take earlier.Mandi owner Jameel Ahmad said, ""Once the eway is opened for trucks, we would be able to supply potatoes and muskmelon in bulk to Lucknow in less than two hours. Even supply to Mahewa mandi of Gorakhpur, which took six hours, will now take only four hours.""Shopkeepers said the expressway can help them reach more markets in Delhi, Haryana and Punjab as now they are directly connected to Agra. Maize mill owner Sanjeev Kumar said, ""Earlier, the trucks took two days to reach Delhi as they had to halt at Agra after travelling from Bangarmau for one full night.They reached Delhi after another night's journey but now they will reach in only a day as they will join the Yamuna Expressway from Agra. Freight charges have reduced to almost half to benefit entrepreneurs as well as farmers.""The e-way has also solved the problem of transporting perishable commodities on time as trucks carrying fruit and vegetables to mandis of other cities will reach in almost half the time. Singh added that UP government has proposed many cold storage for potatoes along the e-way like in Kannauj and Safipur. This will help farmers sell potatoes at profitable rates and prevent rotting.There is a big demand in Delhi and Haryana."""
8,Lalu's seat barb at Modi,https://www.telegraphindia.com/1170111/jsp/bihar/story_129582.jsp,2017-01-11,Telegraph,"Patna, Jan. 10: RJD chief Lalu Prasad today said he was not invited to share the dais at Prakash Utsav with Narendra Modi because ""the Prime Minister was afraid I would raise the issue of demonetisation and request him to choose a square of his liking where people could punish him"". On November 13 last year, Modi had urged the people to give him 50 days to implement the note ban and said if after that they found shortcomings in his work they could punish him at a public square. At the Prakash Utsav event in Gandhi Maidan on January 5, Lalu's absence from the dais had set tongues wagging. ""I was happy to sit cross-legged for two-and-a-half hours along with devotees,"" Lalu said today at a news meet where he tore into the Centre over demonetisation. "" Ekdam tanatan hain, (I'm fit as a fiddle),"" Lalu said he had told Modi when the Prime Minister had enquired about his health. He said Modi's praise for prohibition was a red herring. ""Nitish has been demanding prohibition in the entire country, but Modi cleverly avoided committing on it. His praise for prohibition was to hide the failure of demonetisation and deflect public attention from it,"" Lalu said. He said the country was reeling from the note ban shock, with GDP growth rate plunging and the unorganised sector virtually destroyed, impacting around 40 crore workers and common people. ""Farmers across the nation are facing devastation. They have to sell potato and cauliflower at just Rs 2-3 per kilo,"" he said. Aboout BJP president Amit Shah's visit to Patna Sahib today, Lalu said: ""He has come late. Yet he should pray to Guru Gobind for forgiveness for implementing demonetisation in the country."" He also challenged Modi to declare how much black money the government has recovered after demonetisation. Peppered with questions about the bonhomie between the JDU and the BJP (read Nitish and Modi), Lalu flicked them away by saying ""it is a good thing"" and that the BJP should support the government in developmental works instead of mudslinging. Lalu also revealed that he had called up Akhilesh Yadav last evening and told the Uttar Pradesh chief minister: ""Enough is enough; you should meet your father (Mulayam Singh Yadav) to stop all this (the infighting). Akhilesh asserted that he was still with his father and had asked for just three months to officiate as Samajwadi Party (SP) president."" Lalu said he would call Mulayam tonight, and that SP leader Amar Singh ""should make efforts to bring Mulayam and Akhilesh together""."
9,Farmers on expressway to crorepati club,http://timesofindia.indiatimes.com/city/lucknow/farmers-on-expressway-to-crorepati-club/articleshow/56464744.cms,2017-01-11,The Times Of India,"A brick and mortar house now stands tall in place of the decrepit mud hut with a thatched roof at local farmer Jaiveer's house in Hinmapur village of Kannauj. The roof that once reeked of moisture and rain, is replaced now with an open cemented terrace that housed the marriage party of his daughter a few months ago. It was a distant dream for the family not very long which came true, thanks to Agra-Lucknow Expressway.When the government acquired around 12 bighas of Jaiveer's land what he and his family got in return was close to Rs 3 crore, and the tag of becoming a crorepati farmer in the small village. And, with money, came not just the house and the marriage, but also a tractor, two motorbikes, a car, a potato trading unit in Kanpur and land bought in another part of the district, all adding to the family's assets. It's, however, not just Jaiveer, but other farmers like Raghuvir and Pyaare Lal who have all earned the distinction of becoming millionaires because of the compensation that the expressway has brought""Pehle bas jaise taise khane peene ka kharcha nikal aata tha, ab hum crorepati hain. (Earlier, we would barely make ends meet, and now I am a crorepati),"" said Jaiveer. ""We are still the same people though,"" he quickly added.The family spent around Rs 5 lakh on the daughter's marriage, sending her off with all possible gifts that the villagers would have only dreamt of. ""The fridge and washing machine, double bed and other furniture that we gave her on the wedding, wouldn't have been possible earlier,"" said Asha Devi, his sister-in-law.Farmers Pyaare Lal and his brother Munshi Lal who live in Rata Purwa under Behrin Panchayat also joined the crorepati club overnight with over Rs 1 crore they received for their 7-8 bighas of land, that fell right on the highway curve. The family bought more land, a plot for a house and spent quite a sum of money on the treatment of one of their sons who met with an accident. ""One of my sons wanted to get into the police but was falling short since I could not put him in a good coaching and training centre due to lack of money. With the sum we got, he has now finally entered the police services and is posted in Fatehpur,"" said Pyaare Lal with pride.Another farmer, Raghuvir, from Rata Purwa had for the past two years been thinking of marrying off his daughter but borrowing a sum of Rs 4 lakh would have been too high a loan to take care of. Suddenly, the expressway came in and Raghuvir breathed a sigh of relief when his family was compensated for 16 bighas of land for a sum of over Rs 1 crore as the rate here was less as compared to Jaiveer's village.""Itni achhi shaadi na kar pate. I married her with the choicest of gifts that I had wanted to give my daughter. The wedding party was a big one with over 150 people from the grooms' side alone and the entire village still remembers it,"" he said. Not just the marriage, Raghuvir spent the money in buying more land, keeping his farming intact and also got a new house made."
