,articleTitle,articleUrl,publishedDate,sourceName,text
0,Horticulture crop output seen at record 305.4 mt in 2017-18,http://www.livemint.com/Politics/V7EcEZlz9jT3bjLsyoiSpK/Horticulture-crop-output-seen-at-record-3054-mt-in-201718.html,2018-01-02,Livemint,"Within horticulture, production of vegetables is estimated at 181 mt in 2017-18, about 1% higher than the year before, while that of fruits is estimated at 95 mt, 2% higher than the previous year. Photo: Indranil Bhoumik/MintNew Delhi: Production of horticulture crops like vegetables and fruits is likely to touch a record 305.4 million tonnes (mt) in 2017-18, about 1.6% higher than the previous year and 8% higher than the previous five years average, the agriculture ministry said in its first advance estimates released on Tuesday.The final estimates for 2016-17 released alongside showed that production of these perishable crops was 300.6 mt, a year-on-year rise of over 5%.Within horticulture, production of vegetables is estimated at 181 mt in 2017-18, about 1% higher than the year before, while that of fruits is estimated at 95 mt, 2% higher than the previous year.Data showed that during the year, area under different perishable crops stood at 24.9 million hectares, about 0.3% higher than the year before. Between 2015-16 and 2017-18, productivity of horticulture crops rose from 11.7 tonnes per hectare to an estimated 12.3 tonnes per hectare.Disaggregated data on estimates of production of specific crops showed onions at 21.4 mt, about 4.5% lower than the year before, and potatoes at 49.3 mt, marginally higher than the 48.6 mt in 2016-17. Production of tomatoes is estimated to rise 7.7% year-on-year in 2017-18 to 22.3 mt, showed the data.The record production during 2017-18 will mark the sixth straight year of horticulture production outstripping that of foodgrains (estimated at 276mt in 2016-17), suggesting a structural change in Indian agriculture where farmers are increasingly growing perishable commercial crops due to a growing market and a quicker cash flow as these crops require less time from sowing to marketing.However, price volatility continues to be a major risk in horticulture, with prices of onions, tomatoes and potatoes plunging below growing costs several times last year. While farmers in Madhya Pradesh were forced to sell onions as low as Rs2 per kg in June last year, in northern India, farmers from Punjab, Haryana and Uttar Pradesh were forced to dump their potato crop for want of buyers around the same time.Retail and wholesale prices of perishables are also at a large variance from each other, implying fragmented markets and poor cold chain facilities. For instance, while tomatoes are currently selling for as low as Rs2-4 per kg in wholesale markets in Andhra Pradesh, they are retailing at Rs35 per kg in Delhi."
1,Congress MPs take up the cause of potato farmers,http://www.thehindu.com/todays-paper/tp-national/congress-mps-take-up-the-cause-of-potato-farmers/article22355450.ece,2018-01-03,The Hindu,"The Lok Sabha witnessed heated exchanges between Congress and BJP members over help to potato growers facing a massive drop in prices because of a glut.Sunil Jhakhar from Punjab said he could not understand why the BJP members were thumping the desk when Agriculture Minister Radha Mohan Singh was speaking, though the farmers were facing a grim situation. He said farmers were no longer willing to grow the crop.Replying to him, the Minister said the Rabi crop saw a 1% decline in area sown this year but the actual figures would be known later as sowing was still going on. He expressed confidence that the overall area was likely to remain the same.Mr. Jhakhar was joined by other colleagues who wanted to know the steps the government had taken to help the growers. Mr. Singh said no minimum support price had been fixed but the Centre and the States resorted to the market intervention scheme (MIS) to ensure that farmers could recover their input costs in case of glut.BJP member from Amreli (Gujarat) Narayanbhai Kacchadiya highlighted the plight of the cotton growers because of inadequate prices. Pointing out that the farmer actually got about Rs. 900 against Rs. 1,200 for production for 20 kg, he wanted to know the steps taken to help the farmer.The Minister replied that the government was trying to ensure better prices and was committed to ensuring minimum support prices."
2,Considerable drop in skyrocketing prices of vegetables,http://timesofindia.indiatimes.com//city/indore/rate-of-vegatable/articleshow/62358186.cms,2018-01-04,The Times Of India,"Indore: A considerable drop in skyrocketing prices of tomato has given a reason to the homemakers to rejoice as once hitting a high of Rs 80/kg in last six months, the essential and perishable commodity of every kitchen has fallen to Rs 10/kg in wholesale market in last around two weeks.Bumper production of tomato and arrival of new crop from Maharashtra are the reasons behind its slashed rate. The wholesale rate of tomato is around Rs 10/kg and its available at Rs 15-20 in retail market, Choithram Sabjimandi Kalyan Sangh secretary Nikhil Hardiya told TOI.He said that as crops supply is expected to reduce, tomatos rate is likely to go up in next month. Wholesale rate of potato is still below Rs 10/kg as good production of the crop and farmers disinterest to keep it in the cold-storage for longtime are stated to be the reasons behind the low-price.Potato is being sold at Rs 7-8 in Choithram wholesale vegetable market while the retail price hovers around Rs 15/kg, Aaloo Pyaaj Vyapari Sangh, Indore vice-president Vijay Garg told TOI.He said that a few weeks ago, potatos wholesale price had hit a new low of the season as the rate had gone down to Rs 1/kg.Quality of the crop, which was sold around Rs 1/kg, was however not as good as what is available in the market. Most of the potato crop, sold earlier, was deteriorating in the cold-storage and to avoid further loss, the farmers sold it at the minimum rate, Garg said.Wholesale rate of garlic has also witnessed a downtrend in recent past.Excess production of the crop is the main reason behind the reduced rate Garg said. Unlike these crops, the rate of another vital commodity i.e. onion has however witnessed a rise.Few weeks ago, the wholesale rate of onion was around Rs 25/kg while the retail price was between Rs 40-45. The crop is now being sold at Rs 30-35/kg in wholesale market while the retail rate is around Rs 50-60/kg Garg said."
3,"Farmers’ plight, political talk pain Kalyan",http://timesofindia.indiatimes.com//city/lucknow/farmers-plight-political-talk-pain-kalyan/articleshow/62375826.cms,2018-01-05,The Times Of India,"LUCKNOW: Rajasthan governor and former UP chief minister Kalyan Singh is peeved over the deplorable condition of farmers across the country and would soon share his concern with the Centre.In the city to celebrate his 86th birthday, Kalyansurrounded by a large number of senior leaders and party workers at his Mall Avenue residencesaid that agriculturists, agriculture universities and other experts in the governments should work in tandem to draw a policy so that farmers are not exploited by middlemen or traders, and get handsome returns for their produce.We know per acre productivity has gone up. But has the income of farmers increased? No, Kalyan said, adding that during his visits to agriculture universities in Rajasthan, he has appealed that scientists undertake crop awareness programmes among farmers so that they dont face glut in the harvesting season.It pains to see tomatoes being thrown on roads, potatoes dumped in cold storages and sugar cane burnt in fields as farmers are not getting remunerative prices for their produce, he said.Another issue he is going to take up is the low standard of the political discourse in the country.I would not name any leader or party but the way some leaders have uttered some below-the-belt remarks is not good for democracy, he said."
4,Potato farmers sell in distress,http://timesofindia.indiatimes.com//city/rajkot/potato-farmers-sell-in-distress/articleshow/62385329.cms,2018-01-06,The Times Of India,"PALANPUR: Potato growers in north Gujarat are feeding huge quantities of tubers to cattle in gau shalas in Banaskantha . With prices falling to Rs 2 to Rs 6 per 20 kg and fresh arrivals expected from January 17, the farmers who stocked their produce are now selling the crop in distress.President of Cold Storage Owners Association Ganpat Kachhwa said, We will have 20 lakh bags (each containing 50 kg) lying the 200 cold storages around Deesa. By January 15, the fresh arrival of potatoes would commence. We have no space to accommodate the new arrivals.District agricultural officer, (Banaskantha), P K Patel said the area under potato cultivation has increased from 66,170 hectare last year to 78,089 hectare in 2017.Deesa has about 70 per cent of the total products in the state besides Kheda, Mehsana and Sabarkantha districts.A potato farmer in Deesa Babu Mali said, We are ready to sell a 50 kg bag for Rs 40. But there are no buyers. This has been the situation for the last three years.Mali said farmers are not even able to recover the transportation costs.Kachhwa said they are expecting at least 5 crore bags of fresh produce as the atmosphere for potato growing was very congenial.This is only going to cause a glut and aggravate our problem, member of Akhil Bhartiya Kisan Sanghs executive committee Magan Patel said."
5,Bumper groundnut crop worries govt,http://timesofindia.indiatimes.com//city/ahmedabad/bumper-groundnut-crop-worries-govt/articleshow/62388375.cms,2018-01-06,The Times Of India,"AHMEDABAD: With Indian Oilseed and Produce Export Promotion Council (IOPEPC) under union ministry of commerce estimating groundnut production of 32 lakh metric tonnes-the highest in the history of Gujarat- in 2017-18, the record production could spell fresh troubles for Vijay Rupani-led government in the state, which had faced a major political crisis over the minimum support price (MSP) of groundnut along with cotton during recently concluded assembly elections.Although the state government has procured 6.77 lakh tonnes of groundnut at MSP to ease farmers woes, the higher output has forced farmers to sell at a price lower than the MSP in local mandis. Industry players opine that bumper production could further put market prices under pressure as the government is only procuring quality groundnuts. On the other hand, oil millers, oilseed expellers and exporters are treading cautious in purchasing the commodity as they see Rs 800 per 20 kg as viable price for profitable business. The government is paying MSP of Rs 900 per 20 kg.PALANPUR: Potato growers in north Gujarat are feeding huge quantities of tubers to cattle in gau shalas in Banaskantha. With prices falling to Rs two to Rs six per 20 kg and fresh arrivals expected from January 17, the farmers who stocked their produce are now selling the crop in distress. TNN P6The groundnut production for 2017-18 is higher by 2.5 lakh metric tonnes than 2016-17. Off late, the number of farmers coming to mandis to sell their groundnut crop at market rates has decreased as the state government is paying MSP of Rs 900 per 20 kg. However, delay in payment has been the major concern and hence the farmers are forced to sell of their produce at a lower price. In the APMC, Rajkot, the price range was Rs 650 to Rs 850 on Friday, which was lower than the MSP, secretary, Agriculture Produce Market Committee , Rajkot, B R Tejani said.A secretary of another APMC said the MSP of Rs 900 per 20 kg is not acceptable to the traders and hence they are refusing to buy at prices at par with MSP. Further, the quality of groundnut has also taken a beating this year.Director Agriculture B M Modi admitted that the government was only purchasing quality groundnut as there are set norms for purchase of crop at MSP and hence only those groundnut which complies with the norms was purchased by the government. Agriculture minister R C Faldu was not available for his comment. Amid bumper production, procurement at MSP was hampered due to finance issues earlier and now shortage of bags has adversely affected groundnut purchase at MSP.The new government in state had taken the issue very seriously soon after taking the charge. Even in the first cabinet meeting decision were taken to purchase groundnut at MSP.In order to ensure MSP for farmers and supply to industry players, Gujarat government should follow Bhavantar Bhugtan Yojna or price deficit finance scheme adopted by Madhya Pradesh government for soyabean procurement, whereby farmers sell commodity in open market and government pays farmers the differential amount between rates in mandis and MSP. This way, the industry gets supply, farmers get MSP price and the state government does not have to bother about storage of the commodity, executive director, the Solvent Extractors Association of India, BV Mehta said."
6,"Modi, Yogi Will Not Return to Power, Says Akhilesh Referring to Noida Jinx",https://www.hindustantimes.com/lucknow/modi-yogi-will-not-return-to-power-says-akhilesh-referring-to-noida-jinx/story-dcyGHEdgixhT9AvnFTL4jN.html,2018-01-07,Hindustan Times,"Recalling his Kranti Rath Yatra that led to his becoming chief minister of Uttar Pradesh in 2012, Samajwadi Party (SP) president Akhilesh Yadav said he will make SP a national party and may take out a yatra across the country to achieve the objective.Addressing a press conference on Sunday, Akhilesh referred to the Noida jinx and hinted that both Prime Minister Narendra Modi and UP chief minister Yogi Adityanath will not return to power as they went there to re-inaugurate the Noida leg of Delhi Metro which he had already inaugurated.Noida jinx is the superstition prevalent among political parties and chief ministers in UP that a person who goes to Noida during his or her chief ministership loses the next elections. Adityanath, despite the jinx, went to Noida recently for the inauguration.Read: What Noida jinx, Modi asks as he praises Yogi AdityanathAkhilesh also asked Adityanath to call a cabinet meet on Monday and re-introduce Samajwadi Party Pension Yojana so that women could buy sweaters for their school-going children to whom the government could not provide school uniform sweaters.What can one expect from the government that failed to provide even sweaters to children? The BJP is the biggest party in the country with crores of members. Had each member of the party either weaved or provided a sweater each, then none of the children would have been without sweaters, he said.The BJP and the SP had engaged in a war of words over the state governments delay in distributing pullovers to 1.54 crore students of state-run primary and upper primary schools (up to class 8). Leaders of both parties targeted children and parents of their opponents.Akhilesh had jibed in a tweet that the BJP would complete the tender process for sweaters in May-June, the peak of summer. -                     .                      - -  .  Akhilesh Yadav (@yadavakhilesh) December 26, 2017On potato throwing by distressed farmers outside CMs home and the state Assembly, Akhilesh said: The government took action against cops on being negligent on duty that led to potato throwing without a check. But the government is not looking at its own negligence that forced the farmers to do what they did.Referring at Adityanaths Himanchal Pradesh polls rallies, he said: He had announced there that government made arrangements for better prices to potato farmers. What happened to that?On the issue of saffron paint on UP Haj Committee offices boundary wall in Lucknow, the SP leader took a dig at the BJP, saying they turned jittery and overnight restored the original cream colour.The government should concentrate on changing the heart of people by doing development and welfare works than changing the colours of buildings, he said.When asked to respond on SP patriarch Mulayam Singh Yadavs comment that he will contest Lok Sabha polls from his original Mainpuri seat, Akhilesh said: He will contest the polls from whichever seat he wishes to. Entire party and I will rally behind him and for him to win.Mulayam had contested Mainpuri and Azamgarh seats in 2014 Lok Sabha polls. He won both, but vacated Mainpuri to let his grand-nephew Tej Pratap Singh Yadav contest and win it.I know from where Tej Pratap will contest in that case, he said."
7,Potatoes on streets in protest on Yogi turf,https://www.telegraphindia.com/india/potatoes-on-streets-in-protest-on-yogi-turf-199245?ref=india-new-stry,2018-01-07,Telegraph,"Piyush SrivastavaYogi Adityanath. File PictureLucknow: Farmers protesting low potato prices on Saturday morning dumped their produce on roads in Allahabad and Lucknow, especially in areas near chief minister Yogi Adityanath's residence, the Assembly and the governor's house, vowing revenge on the BJP in elections.Morning walkers filmed the potato-strewn streets on their cellphones and circulated the images on social media. The farmers left behind pamphlets saying they were getting Rs 3-4 per kilo at government wholesale markets, and demanding ""Rs 10 a kilo"".Lucknow senior superintendent of police Deepak Kumar said the cops had identified the farmers involved and the vehicles in which they had brought the potatoes, and promised ""legal action soon"".No farmer organisation has claimed responsibility but Harnam Singh, a Bharatiya Kisan Union leader, said his group had ""met Adityanath recently to request him to look into farmers' problems but he did nothing"".The state is witnessing a potato glut. Singh said it cost Rs 5 to produce 1kg of potatoes, which means the farmers were losing Rs 1-2 per kilo at the wholesale markets.""The price in the retail market is Rs 20 for 2.5kg, which is less than the production and transport costs combined. Obviously, the farmers will express their anger on the streets,"" he said.Singh alleged that some BJP politicians had said at internal meetings that farmers were ""thieves playing into the hands of rival parties"".""We voted the BJP to power at the Centre in 2014 and in the state in 2017. We'll show them who's the thief in the next election,"" he said.Adityanath said on Saturday his government would soon take a decision to protect potato growers."
8,15% increase in potato production expected,http://timesofindia.indiatimes.com//city/ahmedabad/15-increase-in-potato-production-expected/articleshow/62397878.cms,2018-01-07,The Times Of India,"AHMEDABAD/PALANPUR: Farmers and traders in Banaskantha are expecting a bumper potato crop. Though the acreage sown increased by 17%, output is expected to rise by 15% from last year.In Gujarat in 2017, potato production was 17.10 lakh metric tonnes (MT), making up nine per cent of the countrys output. If market sources are to be believed, this figure will cross 19 lakh MT this year. After groundnut, the government will face a huge task to handle potato farmer, keeping in mind that in 2017 farmers were forced to dump potatoes in the streets, because they were getting meagre prices, an officer at APMC Deesa said.Fearing that farmers will not get remunerative prices this year too, Deesa APMC chairman Mavjibhai Desai wrote to the state government and met the new agriculture minister, R C Faldu With the area sown increasing we are expecting a bumper crop this year too. I have asked the state government to work out an action plan to bail out farmers who may not get proper prices for their produce. I even met Faldu. Desai said that the new crop has started trickling in but will be in full flow in 15 days.The price of new potatoes was around Rs 6 a kg at Deesa market, while old potatoes, which had been kept in cold storage is Rs 2 a kg. Satish Mali, the owner of a cold storage in Banaskantha, said the new crop is while there is still stock in cold storage. He said he still has 200 tons of old potatoes and the farmers or traders are not answering his the calls. We pay Rs 100 as loan for a 50kg bag to farmers, to meet packing, labour and transportation expenses. When the produce is sold the loan is recovered along with rent. A farmer incurs a cost of Rs 5 per kg to put potatoes in cold storage. Presently, they cant even recoup their input costs, so they dont turn up to claim their stored stock. We are just getting Rs 1.5 per kg against the input cost of Rs 5 at the moment.Kalubhai Ratnabhai, a farmer, says, Last year I got Rs 4 per kg and was expecting the price to rise further. I didnt sell my crop and am now not even getting a price that will match my storage cost, leave aside other input costs. If potatoes are in cold storage after October, that person is required to pay Rs 2.6 per kg. He further said that he opted to sow grow potatoes this year too, as it is cheaper, in terms of input cost, than others crops.Mavjibhai Patel, a trader from Deesa, said he had stored about 5,000 50-kg bags and in the last month he only got an average of Rs 3 per kg. He said that this was lower than what he paid the farmers."
9,Farmers’ protest? Potatoes thrown on Lucknow roads,http://www.thehindu.com/todays-paper/farmers-protest-potatoes-thrown-on-lucknow-roads/article22389830.ece,2018-01-07,The Hindu,"Potatoes were hurled from a truck at various prominent places here on Saturday in what is seen as a protest by farmers against low purchase price of the produce. A State government spokesperson, however, dismissed the incident as the handiwork of miscreants.There was a truck which had sacks of potato, which were thrown from it in various parts of the city early this morning. So far no farmers group has claimed responsibility for this act. This seems to be the work of antisocial elements... We are probing all possible angles, said Lucknow District Magistrate Kaushal Raj Sharma.He added that the potatoes were thrown on Vidhan Sabha Marg, near VVIP guest house and near the 1090 Crossing. The roads were then cleaned by the Lucknow Municipal Corporation.Pre-planned actToday it is the potato farmers who have thrown potatoes on the streets of Lucknow, tomorrow it may be the sugarcane farmers, the wheat and paddy farmers if the situation does not improve, said Rashtriya Kisan Manch president Shekhar Dixit.State Agriculture Minister Surya Pratap Shahi called it a pre-planned act. The potatoes which were thrown were partly or completely rotten and rejected in the mandi (market). It is a deliberate attempt to malign the image of the Yogi Adityanath government, he said."
