,articleTitle,articleUrl,publishedDate,sourceName,text
0,Nitu’s mission: Save Kiran,http://blogs.timesofindia.indiatimes.com/personal-political/nitu-s-mission-save-kiran/,2014-01-06,The Times Of India,"Didi, I want to live, 16-year old Kiran Soomro in Karachi tells her friend Nitu Jiwnani in Mumbai. I dont want to die. They are talking on Skype in Sindhi as they often do, since first meeting at Apollo Hospital, New Delhi, in May 2013.Kiran had gone there with her parents to undergo surgery for her congenital heart defect (hole in the heart) that should have been operated upon when she was much younger. But her father Sikandar Ali Soomro, a tall, thin matriculate who earns daily wages selling potato wafers at a Karachi roadside stall could not afford the operation. Her parents were resigned to losing Kiran, a weak and sickly child.Kiran Soomro: I want to liveBut she wouldnt give up. Pulled out of school when she was five, Kiran studied at home. A few years ago, as a spunky teenager, she realised that without the surgery, she would die. She wept, and told her parents she wanted to live, says Nitu.Kirans determination gave her father strength and he started trying to find a way to help her. He approached the media, and some Sindhi channels in Pakistan ran interviews of the family.The publicity helped to raise enough money go to Delhi for treatment. But doctors there found Kiran inoperable due to a serious lung infection. They put her on medication for six months. She is now so much better, she tells Nitu, that she can even run.When she came to India she could not even walk, says Nitu. On Skype, the bubbly Kiran shows her Indian didi (sister) her clothes, and tries to learn English words.Nitu, 26, a classical dancer in her final year of a Masters degree in Kathak, does ballets on Sindhi culture. In Dubai for a performance about a year ago, she met Sarang Sindhi, a producer with Sindh TV, Pakistan. A neighbour of the Soomros from Karachi, he asked Nitu to look out for them when they went to Delhi in May. Nitu is a fluent Sindhi-speaker, whose great-grandfather had migrated from Sindh, Pakistan after 1947.Nitu Jiwnani: Stepping up for her adopted Pakistani familyThats what connected us, the language, says Nitu. I felt like Kiran is my sister. We spoke about folk tales Salman Khan Shahrukh KhanNitu had visited Pakistan for a couple of months earlier, in February-March, staying in Jamshoro with her friend Saif Samejo of The Sketches, and his family.It was another experience altogether. I never knew there were Sindhis in Pakistan who spoke Sindhi, she says. Entering Pakistan on foot at Wagah border, she had spent the day with a Punjabi family, friends of the visa officer at the Pakistan Embassy in Delhi who had interviewed her.Nitu now refers to Sikandar Ali as Abbu, and Kirans mother Shamshad, as Ammi. They call her their eldest daughter.The money raised earlier has all been spent on Kirans lung treatment and other expenses. One benefactor donated them a laptop, and Sikandar Ali created a Facebook account to highlight his daughters plight.Kiran and her siblings at home, readingOn January 20, 2014, Kiran turns 17. No one had expected her to live this long. The long-delayed heart surgery, not possible in Pakistan at this stage, must take place at the earliest.I wanted to collect funds in May, but Abbu (Sikandar Ali) said, after six months they will do her reports again and see whether she is operable, says Nitu.Others have joined Nitu to support Kiran, like Haresh Jiwnani, 42, a relative of Nitus in Karachi. He accompanied Kiran when she had to go to the hospital for her tests in December, and has been helping with other logistics too.Kiran has lost most of her childhood due to illness.When the new test reports indicated that Kiran is operable, Nitu started sending out appeals to raise money for the surgery.I am an Indian and want to save this Little Pakistani Girl! she posted on the Aman ki Asha facebook group on December 30, 2013. Please people come forward and help this little girl SHE WANTS TO LIVE !!!At that point, Kirans operation in India was estimated to cost about USD 8,000. However, Nitu subsequently got in touch with Dr. Devi Shetty at Naryana Hrudalya hospital, Bangalore, where the procedure will be done for around USD 3,200. That brings the total amount needed to around USD 6,500, including air travel for Kiran and her parents (doctors recommend two attendants) and other expenses, which may increase, depending on her condition.It is heartening to see Indians and Pakistanis step up to for this cause. Within a couple of days of Nitus appeal, her Indian friends and relatives donated USD 2,500, a similar amount. Others are coming forward. Many thoughts and prayers are with Kiran as she starts the visa procedure to leave for India at the earliest.Thank you, Nitu Jiwnani, for bringing this case to our attention. May your efforts to save young Kiran succeed.beena.sarwar@amankiasha.com"
1,"Don't eat onions, prices will dip, SC tells petitioner",http://www.deccanherald.com/content/379733/dont-eat-onions-prices-dip.html,2014-01-10,Deccan Herald,"Don't eat onions, prices will dip, SC tells petitionerNew Delhi, Jan 10, 2014 (IANS) 20:53 ISTThe Supreme Court Friday declined to entertain a public interest litigation (PIL) seeking direction to the government to regulate the prices of onions, potatoes and other seasonal vegetables.""Stop eating onions for two months, prices will come down to Rs.15 per kg,"" said a bench of Justice B.S. Chauhan and Justice J. Chelameswar adding: ""Now we have no other business. We have to arrange cheap onions and potatoes.""As the court junked the PIL telling the petitioner Vishnu Pratap Singh Langawat not to burden the court with such public interest suits, in the same breadth, it observed that clients are willing to pay high fees.Langawat had sought the direction to the central government for enforcement of the Essential Commodities Act, 1955 especially with respect to onions, tomatoes and potatoes.Parliament, the PIL said, in 1955 enacted the Essential Commodities Act to control the production, supply and distribution of commodities which are specified in the legislation to be essential commodities.But despite unprecedented rise in the price of essential commodities, especially vegetables like tomatoes, onions, potatoes, garlic etc. which are the basic ingredients of Indian meals, the central government did nothing to control prices of the said foodstuffs by invoking the act against middlemen and traders for alleged excessive hoarding, it contended."
2,SC hot potatoes: onion and car screen ,https://www.telegraphindia.com/1140111/jsp/nation/story_17776367.jsp,2014-01-11,Telegraph,"New Delhi, Jan. 10: A Supreme Court bench today peeled itself away from activism, offering advice seasoned in humour that may bring forth tears than titters in kitchens but exercising judicial prudence. Mr Counsel, stop eating onions for two months and the prices will come down, the bench told an advocate who moved the court to issue a directive to the Centre to rein in prices of vegetables. The comment in half-jest was complemented by a reference to another much-debated issue: judicial activism. Dont burden us with all these type of things . It is like now we have no other business but to keep checking and arresting the prices of potatoes and onions, the bench of Justices B.S. Chauhan and J. Chelameshwar told Vishnu Pratap Singh Langawat, who filed the public interest litigation. By declining to intervene, the court has steered clear of a perception that some judges are increasingly entering the domain of the executive  a view strengthened by legal scrutiny of private coaching centres and an order to set up a national green regulator. Langawat had knocked the doors of the Supreme Court with the plea that the Centre be asked to invoke the Essential Commodities Act to prevent hoarding and cartelisation. The act is usually invoked by state governments. Farmers are often misled, market prices are manipulated and supplies reduced to create artificial crises and cause economic distress among the general public, especially the poor and weaker section of the society. It is basically traders and hoarders, middlemen with political clout, who are responsible for economically exploiting the primary producers (farmers) and the ultimate consumers (general public), the PIL said. So-called hoarders and cartels are the usual suspects invariably blamed for price rise but it is not clear what courts can do to tackle them. Asked later if he will take the grievance to Delhi chief minister Arvind Kejriwals debut durbar tomorrow, Langawat said: I have no such intention. My concern over the rising prices related to the entire country and not just Delhi. Although in jest, the court has touched upon a little-discussed issue by suggesting abstention from onion. Nutrition scientists say a two-month, self-imposed ban on onions in the kitchen will not necessarily hurt human health. Onions have been shown to have certain health benefits, theyre nutritionally very good and they inject taste and flavour into food, but that doesnt make them essential, said Jamuna Prakash, professor of food science and nutrition at the University of Mysore. Over time, Prakash said, people have become used to consuming onions in diet. But sections of people in India have long rejected onions. Centuries-old traditional practices also mention Saatvik diets that do not contain certain foods such as onion and garlic. Onions primarily cater to taste, Prakash said. While the poor consume chapatis and onions laced with green chillies and salt, she said, such a diet alone would not be healthy as it does not provide nutrients that would be available from other vegetables, pulses and legumes. Jai Gopal, the head of the Directorate of Onion and Garlic Research in Pune, estimates that Indias per capita onion consumption is about 7kg a person per year, nearly the same as the global average per capita onion consumption of 6kg. Americas National Onion Association lists Libya as the country with the highest consumption of onions. An average Libyan consumes about 29kg of onions a year."
3,Prices of essential items rise ahead of Sankranti,http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/prices-of-essential-items-rise-ahead-of-sankranti/article5575606.ece,2014-01-14,The Hindu,"With Bangaloreans gearing up for celebrating Makara Sankranti, the markets are flooded with sugarcane, sweet potato, flowers, trays, bowls, boxes and containers in different hues and shapes.All markets, be it in Malleswaram, Gandhi Bazaar, Jayanagar or Madiwala, were crowded on Monday with people making purchases for the festival. But both vendors and customers agree that the price of essential commodities for the festival such as jaggery, sugarcane, sweet potato have risen ahead of the festival.Pushpalatha M.K. (64), retired engineer, who was shopping at the Malleshwaram market, said: The price of all commodities has gone up. So, we plan to celebrate the festive on a small scale this year. I have purchased all festival-related items in small quantities. But we will certainly celebrate the festival as we cannot leave behind our age-old tradition.A vendor in the Malleswaram market too echoed the same sentiment. Mohammed Hanif, who has been selling boxes for 25 years, said that there was a slight drop in the sales this year because of spiralling prices of essential commodities. Sitting amidst colourful boxes in different colours and shapes, he said that the boxes are priced between Rs. 5 and Rs. 75 each.Nagamma M. said that there was a wide variety of yellu bella and sugar candies.Most of the coloured and factory made sugar candies are not in great demand this year. Most people this year are opting for homemade products, she added.While a section of society will celebrate Sankranti on Tuesday, other sections will celebrate it on Wednesday."
4,Bihar vs Bengal over gangrape and murder,http://indianexpress.com/article/india/india-others/bihar-vs-bengal-over-gangrape-and-murder/,2014-01-15,Indian Express,"The murdered girls parents at Howrah station, back after meeting Nitish in Patna. (Photo: Subham Dutta)The outrage over the gangrape and murder in Madhyamgram, 25 km from Kolkata, has drifted into a game of political one-upmanship between West Bengal and Bihar, where the girls family hails from and where it is now set to return.The family had initially been insisting on staying in West Bengal to seek justice for the girl. They had lodged protests, including with the President and the governor, against some top police officials whom they accused of threatening them with eviction and advising them to escape to Bihar if they felt persecuted in Bengal. The family changed its mind this week after meeting Bihar Chief Minister Nitish Kumar, who invited them to settle there with a government job.As newspapers in Bihar splashed the rape, murder and alleged persecution of the family on its pages over several days, the chief minister first sent a police team to talk to the family. The girls father drives a taxi and, as such, Nitish was addressing a large constituency in both states. According to transport operators in West Bengal, Kolkata has over 50,000 taxi drivers and most of them are from Bihar, some with their families settled in Kolkata and some back in Bihar.Bengals ruling Trinamool Congress responded immediately with minister Firhad Hakim, often considered a voice for Chief Minister Mamata Banerjee, launching an attack on Bihars move to send the police team. Bobby Hakim said the decision violated the federal principles of governance, while Mukul Roy described it as unnecessary, unethical, and parochial politics.However, according to the sustained, very forceful complaints from the family, it was the Bengal police who were parochial with their alleged threats of eviction. In the face of complaints of such serious nature, the Bengal chief secretary publicly defended the administration saying there had been no lapses and the family given all protection and security. This came after the family had lost its only daughter and sought refuge in a CITU-run commune in Kolkata.What happened at the commune, too, had significant political connotations. Nitishs police team found a cordial host in the CITU and CPM leadership, whose welcome was in sharp contrast to the virulent attacks from the Trinamool Congress leadership. Since then, political circles in Bengal have been discussing the eventual shape of a possible third front  or federal front as Mamata would have wished it.Nitishs upstaging of Mamata reached a high point on Monday when the girls family met him in Patna. Nitish invited them to Bihar and assured the father a job as a government driver.Now that the family has decided to take up the offer, the Trinamool Congress has launched a fresh attack for what it calls a violation of federal principles. We cannot stop anyone from leaving the state, but I can say that we would have provided better protection had they decided to stay back, said minister Jyotipriya Mallick, organisationally in charge of North 24-Parganas, the district where the girl was raped and murdered. The effort of the neighbouring state is politically motivated and it violates the rules of a federal structure.Such allegations can be a double-edged sword, however. One need not travel far back to find examples of parochialism in West Bengal. A couple of months ago, when potato prices soared, Mamata ordered the police and civil administration to seal all borders so that no trucks carrying potatoes from Bengal could enter Bihar or Orissa. Bengals homes must be assured potatoes first, she declared, and the police intercepted several thousand trucks headed beyond the borders and forcibly diverted them to markets in Kolkata and elsewhere in Bengal.As potatoes became even costlier in Orissa, Chief Minister Naveen Patnaik reportedly requested Bengal to allow the trucks out, but in vain. Orissas potato then traders hit back, blockading roads and preventing trucks with fish and other goods from moving into West Bengal.Federal principles had taken a back seat following the Uttarakhand landslides, too. Mamatas government sent a team including two ministers to stand by tourists from Bengal. Returning from a state where the local administration itself was reeling under the impact of the calamity, one of the Bengal ministers played up homeland sentiments by alleging that many women from Bengal had been harassed by local men.Despite talks of federalism, it is evident that regional groups headed by leaders such as Mamata, Nitish and Naveen will consciously keep playing to their home constituencies.Subrata NagchoudhuryFor all the latest India News, download Indian Express App"
5,Inflation eases to five-month low of 6.16 pc in December,http://www.deccanherald.com/content/380637/inflation-eases-five-month-low.html,2014-01-15,Deccan Herald,"Inflation eases to five-month low of 6.16 pc in DecemberNew Delhi, Jan 15, 2014 (PTI) 14:39 ISTWholesale inflation declined to a five-month low of 6.16 per cent in December, providing space to the Reserve Bank to ease interest rates and prop up growth.Inflation in food articles was 13.68 per cent in December as against 19.93 per cent in the preceding month, according to the Wholesale Price Index (WPI) data released today.Vegetables as a whole were costlier by 57.33 per cent, although the pace of increase in onion prices eased to 39.56 per cent from 190.34 per cent in November.However, the rate at which potato prices rose was more than double at 54.65 per cent in December over the previous month.Fruits were marginally cheaper as were protein-rich items such as eggs, meat and fish. Inflation in milk inched up slightly to 6.93 per cent.Inflation in November was 7.52 per cent and in October, it was revised upward to 7.24 per cent from 7 per cent.Earlier this week, the government said retail inflation fell to a three-month low of 9.87 per cent in December.With industrial output contracting 2.1 per cent in November, the worst performance in six months, industry has sought a reduction in policy rates to help boost growth.The Reserve Bank kept key policy rates unchanged last month on expectations that wholesale and retail inflation would ease. The central bank is scheduled to announce its quarterly monetary policy review on January 28.The RBI had increased the key policy rate (repo) twice between September and November to check inflation. The rate is currently 7.75 per cent.According to the WPI data, inflation in primary articles basket and the fuel and power segment was at 10.78 per cent and 10.98 per cent, respectively.Inflation in manufactured products such as sugar and edible oils was flat at 2.64 per cent on a monthly basis."
6,Inflation declines  to 5-month low  of 6.16% in Dec,http://www.deccanherald.com/content/380713/inflation-declines-5-month-low.html,2014-01-15,Deccan Herald,"Inflation declines to 5-month low of 6.16% in DecNew Delhi, Jan 15, 2014, PTI: 21:51 ISTSlowest pace of price rise by the WPIA moderation in vegetable prices helped to pull down inflation to a five-month low of 6.16 per cent in December, raising hopes of a rate cut by the Reserve Bank later this month to boost sagging growth.This is the slowest pace of price rise, as measured by the Wholesale Price Index, since July 2013, when inflation was 5.8 per cent. In November, wholesale price inflation increased at the fastest pace in 14 months at 7.52 per cent.The moderation in December WPI figures comes on the back of easing prices of essential food items, including vegetables, cereals and protein-rich items.Inflation in food articles, which has a 14.34 per cent share in the WPI basket, was 13.68 per cent in December, official data showed. It was 19.93 per cent in November.Inflation in vegetables declined to 57.33 per cent in December from 95.25 per cent in the previous month. This was driven by onion prices, which gained 39.56 per cent compared with a 190.34 per cent rise in November.However, the rate at which potato prices rose was more than double at 54.65 per cent in December over November.Inflation in fruits and protein-rich items such as eggs, meat and fish stood at 9.07 per cent and 11.40 per cent, respectively. In milk, inflation increased to 6.93 per cent.With inflation declining, industry has clamoured for a reduction in interest rates. However, some experts said the central bank may keep rates on hold at its quarterly monetary policy scheduled on January 28.Industry chambers have pitched for lower interest rates to prop up growth. Industrial output in November contracted 2.1 per cent, the worst performance in six months.The easing of inflation at a time when industrial growth continues to be in the red should induce RBI to review its monetary policy stance and cut its policy rates to rejuvenate growth, which has been hit by high interest costs, flagging investments and subdued demand, CII Director General Chandrajit Banerjee said.October inflation was revised upward to 7.24 per cent from 7 per cent earlier.""Taking both growth and inflation dynamics into account, we think the RBI's bias is not to hike rates, and maintaining a cautious stance. RBI decision in two weeks looks like a hold,"" Barclays said in a research note.According to the WPI data, inflation in the primary articles basket and the fuel and power segment was at 10.78 per cent and 10.98 per cent, respectively.""Given the weakness in consumer demand and contraction in industrial production in October-November 2013, we expect the central bank to retain the repo rate in the upcoming policy review,"" ICRA Senior Economist Aditi Nayar said."
7,Something to cheer and chew: veg rates are falling,http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/something-to-cheer-and-chew-veg-rates-are-falling/article5580843.ece,2014-01-16,The Hindu,"The city residents have a reason to smile, amid the news reports that the fall in the vegetable prices has resulted in reduced inflation rates nationwide.After showing no sign of let up since March to till November last year, prices of the vegetables have begun to slide down and finally are within the reach of the common man.The fall in the prices has been remarkable when compared with the prices a month ago with some vegetables such as tomato registering 67 to 75 per cent decline.Brinjal, potato, onions and carrots also recorded a steep decline in prices.In Rythu Bazaars, tomato, irrespective of the variety, costs Rs.4 to Rs.5 per kg, down from its swagger at Rs.14 to Rs.16 per kg a month ago and even worse at Rs.26 for the hybrid variety six months ago.At the wholesale markets, tomato is costing even lesser, at Rs.2 per kg.Brinjal, which was costing Rs.18 per kg on December 18, is now available at Rs.8 per kg, while potato has slid down to Rs.14 per kg from Rs.22 per kg both clocking over 50 per cent fall.Onion, which posed major threat to the government by spiralling to almost Rs.80 per kg till very recently, will now ease the wallet only by Rs.16 per kilogram.Though the vegetable prices usually come down during winter months, the latest price crash is a moment to cherish, in view of the exorbitant prices we had been reeling under till recently, says K.Satyavani, a consumer at the Kothapet Rythu Bazar.However, a few vegetables such as drumsticks and green chillies have become pricier due to paltry arrivals.High yieldRythu Bazars Chief Executive Officer M.K. Singh attributed the plummeting prices to the winter crop.Kothapet Rythu Bazaar, for instance, received 1,000 quintals of vegetables in a single day on January 12 as compared to the average arrivals of 470 quintals per day in July, 2013. The arrivals on some days reached up to 1,300 quintals too, informed Supervisor Padma.The Rythu Bazaars have an additional blessing, in vegetable cultivation being the primary occupation in many parts of the Ranga Reddy district. Mandals such as Shamshabad, Maheshwaram, Kandukur, Yacharam, Ibrahimpatnam, Shamirpet, Medchal, Shankarpally, Chevella, Moinabad and Vikarabad are known vegetable hubs."
8,Inflation at 5-month low,https://www.telegraphindia.com/1140116/jsp/business/story_17828534.jsp,2014-01-16,Telegraph,"New Delhi, Jan. 15: The rate of inflation touched a five-month low of 6.16 per cent in December on lower vegetable prices, providing some relief to the Congress-led UPA coalition before the Lok Sabha polls.While inflation data raised hopes of a rate cut among industry representatives, analysts expect the Reserve Bank of India to hold on to key interest rates in its policy review later this month.The wholesale price index (WPI) climbed 6.16 per cent last month, its slowest pace since July 2013, when inflation was at 5.8 per cent. In November, wholesale price inflation increased at the fastest pace in 14 months at 7.52 per cent.The moderation in December WPI figures comes on the back of easing prices of essential food items, including vegetables, cereals and protein-rich items.Vegetable prices fell nearly 30 per cent from November, bringing down overall rise in food prices for the month to 13.68 per cent from 19.93 per cent a month ago.Vegetable prices in December rose 57.33 per cent compared with December 2012, while the rate of price rise was much higher in November 2013 at 95.25 per cent against November 2012.Onion prices gained 39.56 per cent in December, while in November it rose 190.34 per cent against year-ago numbers.However, the rate at which potato prices rose was more than double at 54.65 per cent in December over November. Inflation in fruits and protein-rich items such as eggs, meat and fish was 9.07 per cent and 11.40 per cent, respectively. For milk, the rate of inflation was 6.93 per cent.The easing of inflation at a time when industrial growth continues to be in the red should induce the RBI to review its monetary policy stance and cut its policy rates to rejuvenate growth, which has been hit by high interest costs, flagging investments and subdued demand, CII director-general Chandrajit Banerjee said.However, Aditi Nayar, senior economist of Icra, said, Given the weakness in consumer demand and contraction in industrial production in October-November 2013, we expect the central bank to retain the repo rate in the upcoming policy review."
9,"Rape, grime and punishment",http://blogs.timesofindia.indiatimes.com/Doctor-in-the-House/rape-grime-and-punishment/,2014-01-19,The Times Of India,"Pause for a moment  youll hear a revolution in the air. This involves sex  speaking of it, debating, discussing, analysing it. It may seem absurd for provocative sexual discourse to have just begun in our antique, argumentative land. The West experienced this in the 1960s, which many of us know only through Forrest Gumps black and white clips. But Indias colonial experience made us hesitant about discussing sex  when a society hates its body for not being free, it doesnt discuss its pleasures or pains freely. The Gandhian experience added reticence  the Mahatmas confessions of guilt over sex led others to shy away, not from sex, but from talking about it.The result  huge sex crimes, like Partitions rapes, were painted with one broad brush as bad things, left undiscussed and unresolved. Crimes aside, the reluctance to depict even a consensual kiss had Indian cinema nervously showing bees bobbing in the breeze instead. Verbal mentions were unthinkable  words like rape couldnt be uttered without causing polite conversations to freeze. The results of such reticence were devastating, creating billions of Indians illiterate in sex and its rules, often suffering abuse but unable to say so  and no one listening.This is changing today. A new generations moving centre-stage, having experienced sex as education in co-ed schools, as condom ads and satellite TV scenes, through candy-tart chick-lit  where characters say orgasm more often than omelette  and provocative films, mobile phones and wardrobe malfunctions, pop music and porn. Through this discovery of what musicians Salt N Pepa call all the good things and bad things of sex, weve reached a crossroads.First, we are no longer painfully shy about discussing sex, particularly its bad things in public, manifest in anxiety about rape. Second, were seeing booming citizen activism, individual experiences becoming public concerns. Third, these two meet in multimedia, channels, journals and websites working in quick time. The result  a vibrant, noisy conversation encompassing empathy and hurt, one where the doubting can question women apparently maliciously screaming rape, while the logical retort, men can complain of harassment too.This is hugely positive  but there are dangers here. Think of Delhi law minister Somnath Bhartis recent late-night encounter with the Delhi police, the minister  who earlier named a rape victim  insisting the police raid a house allegedly containing prostitutes and drugs. When the police refused  they cant arrest women at night or search sans warrants  the ministers followers reportedly tackled the women themselves, forcing them into a car, heckling, slapping and taking them for medical tests. Now, think of the hectic scrutiny of recent high-profile rape and molestation cases, intimate accounts flooding the public sphere, cameras chasing alleged aggressors, zooming in for dramatic tremors of guilt.The two are extreme ends of the same anxiety, one impacting the powerful, the other, the vulnerable. Both show deep disregard for legal rules of privacy and protection every one of us is entitled to. In our anxious public conversations over sexs bad things, maintaining our balance is key. Swinging from reticence to wordiness  sometimes, sliding into voyeuristic grime  wont help. Neither will running roughshod over the law do.Speaking of which, as the Verma commission reports first anniversary nears, its time to calmly examine existing rape laws. Heres a query  do you remember five-year-old Gudiya in Delhi last year? Gudiya was lured by two neighbours promising her potato chips. She was tied-up  hauntingly, under her own home while her parents, a construction worker and his wife, searched frantically everywhere  and raped for days.Gudiyas assailants pushed plastic objects into her private parts, damaging her so severely, she needed five surgeries. Yet, her story melted quietly off the press. So did preoccupation with her masked assailants, awaiting judgment under amended rape laws. Following the Nirbhaya gang rape, the law finally recognised certain acts  acid attacks to trafficking  as serious crimes. But with innumerable Gudiya-like cases  reported child rape in Indias leapt by over 330% since 2001  the laws need further refinement.Rape involves both power and violence. The laws heavily punish those who violate their power or dominance over anyone. But like murder, rape involves several shades of grey, the darkest covering those to whom rape means sadism and torment, aiming to obliterate the victims humanity through delivering the most painful experience of it, producing what Slavoj Zizek calls second deaththe annihilation of natures cycle itself. Should these rapists get the same punishment as everyone else?Recognising different degrees of violence that compose rape is crucial. Imagining 10 years in jail might deter your office sleaze. But did it frighten the gang that raped a 51-year-old Danish tourist? Given our abysmal rape conviction rates  about 24%  will a 10-year sentence, delivered after yawning decades, deter repeat offenders like those in Shakti Mills? This approach is again too broad in its brush strokes. With the juvenile, allegedly most savage to Nirbhaya, walking free soon, will this leave us shouting over a few shame-faced celebrity heads?India has overcome great obstacles by finally talking about sex and recognising rape as a major crime. But now, rapes must be understood as crimes of variegated violence and given graded punishments, premeditation and savagery topping the list. For this, respecting the law remains vital. We cant let collective anxieties deteriorate into breathless grime  then, nothing can really be cleaned up."
