,Unnamed: 0,articleTitle,articleUrl,publishedDate,sourceName,text
10,10,Pongal bazaar offers products at lower rates,http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Pongal-bazaar-offers-products-at-lower-rates/article15513824.ece,2011-01-10,The Hindu,"The 17 {+t} {+h} edition of the annual Pongal bazaar organised by the Puducherry Agro-Products, Food and Civil Supplies Organisation (PAPSCO), is expected to make a total sale of over Rs. 40 lakh this year.According to Managing Director of PAPSCO Vasantha Kumar, the nine-day bazaar, inaugurated by Chief Minister V. Vaithilingam on Friday, is a market intervention activity by the government to provide a respite to consumers from high prices that prevail in the open market during the festival.The bazaar provides consumers with a variety of products, including vegetables, groceries, textiles, sugarcane and others, which are in great demand during the season. The self-service mode followed in the bazaar helps consumers spend more time and choose products of their choice.Last year, the bazaar netted a total sale of Rs. 35 lakh, with sugarcane sale alone earning Rs. 3.5 lakh. The contribution of sugarcane to this year's sales is expected to touch Rs. 5 lakh. Mr. Kumar said sugarcane has been directly procured from farmers from Thanjavur and Mannargudi and are sold at Rs. 12.50 a cane.The bazaar offers more than 28 varieties of rice and all varieties of pulses at rates lower than the market. Shirts, saris and dhotis are also offered at a discount.Though the bazaar offers products at lower prices, consumers said they see a marked increase in the rates when compared to prices during the Deepavali bazaar put up by PAPSCO.According to H. Geetha, a housewife, the soaring prices of pulses and vegetables has had an adverse impact on her spending for the festival. We usually buy good clothes and prepare a variety of sweets for pongal.' However, with price of products such as ghee and vegetables soaring, we are cutting down expenditure considerably, she said.On Sunday, the price of a kg of onion was Rs. 61. Other vegetables also saw a slight increase in rates with tomatoes being sold at Rs. 25 per kg and carrot Rs. 31 a kg. Consumers said that season specific vegetables such as yam and sweet potato have also seen considerable increase in prices."
28,28,Potatoes at Re 1 a kg,https://www.telegraphindia.com/1110116/jsp/bengal/story_13446932.jsp,2011-01-16,Telegraph,"Durgapur, Jan. 15: The government is selling potatoes thrown out of a Burdwan cold storage at Re 1 a kg to villagers to clear the stock that has already started rotting in the open.Since last evening, villagers have been taking away bag-full of potatoes at a price one-tenth the market rate. Cold storage authorities had said they had thrown out 4,200 tonnes of potatoes on Wednesday after the government failed to meet the November 30 deadline for lifting the stocks.When the government had stocked the potatoes at the Panagarh storage, wholesale traders had offered to pay Re 1 a kg for the stock. But the government had refused saying the price was too low.We have received good response from the local people. We will sell off the full stock, said Uday Sarkar, the sabhadhipati of the CPM-run Burdwan zilla parishad. Aloke Bhattacharya, the zilla parishad functionary overseeing the sale, said that till this evening, 3,00,000kg had been sold.Based on an FIR lodged by Confed and Benfed, police raided cold storage owner Parijat Roys house in Asansol yesterday but did not find him there."
29,29,Increased supply brings vegetable prices down,http://timesofindia.indiatimes.com//city/pune/Increased-supply-brings-vegetable-prices-down/articleshow/7300560.cms,2011-01-17,The Times Of India,"PUNE: The price of vegetables declined further in the retail market on Sunday, mainly due to increased supply, particularly of onions and potatoes, to the wholesale market in the last week.Shivlal Bhosale of the Shri Chhatrapati Shivaji Market Yard Commission Agents Association, said, ""After Mumbai, the Pune wholesale market offers good returns to the farmers. Apart from Pune and the adjacent districts, the Pune market also receives supply from north Karnataka. There are number of farmers who prefer to supply vegetables to Pune over Bangalore.""Compared to leafy vegetables like spinach and fenugreek, the price of vegetables like lady finger, cabbage and brinjal remained high. The period of maturity of these vegetables is longer, which sometimes affects the supply. It results in prices remaining on the higher side, whereas leafy vegetables, which can be grown in kitchen gardens as well, are available at very affordable prices.The price of onion, which was hovering around Rs 70 per kg last Sunday, came down to Rs 50 per kg later in the week and has stabilised at that level. Baby onions are available in the price range of Rs 25 to Rs 30 per kg. Cauliflower and cabbage prices are hovering around Rs 14 and Rs 18 per kg respectively in various parts of the city. Earlier, the prices were above Rs 30 and Rs 60 per kg in the retail market. Brinjal and potato prices are around Rs 32 and Rs 16 per kg respectively.Leafy vegetables are more affordable with a single-digit price tag. Spinach and fenugreek bunches are available for Rs 5 in the retail market. Agricultural production improved with harvesting activity for onion, leafy vegetables and some cereals beginning in the second week of November, when rainfall stopped completely.Though the supply has increased and the prices were reasonable, it will not reflect in the farmer's earnings, according to market experts. Some vegetables are getting costlier because of the increased transportation cost.Though it is bought at the farm at cheaper rate, the increased price of petrol and diesel are also adding to the costs in the retail market.Metro cities will face the heat more as most of the supply to Pune comes from places at least 50 kg away from the city, hence the transportation cost is likely to be added in the prices of vegetables, said a commission agent at Market Yard."
34,34,"Potato prices dip in N Guj, other veggies follow cue",http://timesofindia.indiatimes.com//city/rajkot/Potato-prices-dip-in-N-Guj-other-veggies-follow-cue/articleshow/7336506.cms,2011-01-22,The Times Of India,"PALANPUR: Potatoes have come to the rescue of north Gujarat households enduring the heavy burden of vegetable prices. Thanks to a bumper potato production, vegetable prices have crashed by up to 50 per cent. Over the past fortnight, prices of potatoes plunged by 60-70 per cent in retail markets.The prices were hovering at Rs 20 to Rs 25 per kg about a month ago, and now have come down to Rs 7 to Rs 8 per kg.Market players attribute the fall in potato prices to high production and inadequate cold-storage capacity. A further fall is expected by next month and potatoes could be available for merely Rs 4 per kg in retail markets.""The price slide has happened because of improved supply from upcountry and local farmers. Much depends on local production,"" said Kishore Parihar, a wholesale dealer.Potato growers, mainly from Deesa, Palanpur, Himmatnagar and Dahegam in North Gujarat, are optimistic about recovering heavy losses incurred in 2008.The director of research of the Sardar Patel Dantiwada Agricultural University (SDAU), SBS Tikka, said: ""We expect a bumper potato crop which could lead to a further fall in prices. And the arrival of the Sanga type of potato in the market has begun. We feel all cold-storage facilities will be quickly filled up this time.""A farmer from Athamanavas Ranpura, Ramesh Thanasi Mali, said: ""Many farmers in north Gujarat, the largest potato growing region of the state, had queued up at cold storages in 2008, but could find no space.""Usually in February and March, prices of potatoes crash and so do the rates of even cauliflower, cabbage and other vegetables, said Bhagwan Dasani, a wholesaler in Mehsana."
42,42,Potato prices crash in Punjab on hopes of a bumper crop,http://www.thehindu.com/todays-paper/tp-national/tp-newdelhi/Potato-prices-crash-in-Punjab-on-hopes-of-a-bumper-crop/article15533529.ece,2011-01-26,The Hindu,"In a major setback to potato growers, potato prices have crashed to a new low level of Rs. 2 to Rs. 2.50 per kg in Punjab on expectations of a bumper crop this year.Apprehending huge losses to be suffered due to depressed rates, potato growers have urged the Punjab Government to help them by providing subsidy on freight to soften the impact of low rates.Notably, it was the third year in a row that the prices of tuber dropped sharply in wake of rich harvest.According to traders, wholesale potato rates hovered around Rs. 7 to Rs. 9 per kg in the first week of last December. Thereafter, they started dipping and reached a level of Rs. 3 per kg. But now as the harvesting has started, the rates have again come down, they said.Potato growers have ascribed the steep decline in prices to bumper crop in Punjab and other key potato growing States including West Bengal and Uttar Pradesh.Even as States like West Bengal, Gujarat and Karnataka brought down the area under cultivation, the yield of the crop is expected to be better because of weather conditions remaining conducive for the potato crop during the entire season, leading to bumper output of potato. As a result of it, the prices have come down sharply, Jalandhar Potato Growers' Association general secretary Jaswinder Singh told PTI.Potato growers however pointed out the prevailing rates do not even cover their total cost.Our total cost including input, transportation involved in potato worked out at Rs. 3 a kg while current rates are ruling lower than that, said a farmer who grows crop on his own land.The problems for big potato growers, who cultivate crop at leased land, are further compounded by the fact that they were losing out over Rs. 3 per kg on potato crop at current rates.Our break-even is at Rs 6 per kg because of large cost involved in getting land on lease and quality input, said Confederation of Potato Seed Farmers president Sukhjit Singh Bhatti.Even Punjab Agricultural University in its latest report has predicted low rate of potato crop at Rs 2.5 to 3 per kg in next two months.Seeking intervention of State Government, potato growers have demanded introduction of freight subsidy on transportation of crop for export and other states.The Punjab Government in 2009 had announced freight subsidy of Rs. 400 per tonne for purposes of marketing of potatoes within country and Rs 1,500 per tonne for export.Punjab this season grew potato in an area of 84,000 hectares and expects an output of 22 lakh tonne. Punjab has almost five to seven per cent share in country's total potato production.It mainly grows varieties of Pukhraj, Jyoti, Kufri Chandramukhi, Kufri Bahar and Kufri Ashoka. - PTI"
44,44,Sunny weather brings down veggie prices,http://timesofindia.indiatimes.com//city/chennai/Sunny-weather-brings-down-veggie-prices/articleshow/7364051.cms,2011-01-26,The Times Of India,"CHENNAI: The warm weather is not the only piece of good news for Chennaiites. The dip in prices of vegetables too brought some cheer. Of Tuesday, onion prices fell to Rs 20 a kg at the Koyambedu wholesale vegetable market. Tomatoes came down to Rs 25 akg, carrots Rs 18, beans Rs 20, potatoes Rs 15 and brinjals to Rs 8 a kg . However, the new prices haven't hit retail stores where they continue to be sold at high rates. Until 15 days ago, onions sold at Rs 50 a kg and brinjals and potatoes at Rs 20 a kg. Carrots were being sold at Rs 30 a kg.V Soundarajan, market advisor to Onion and Potato Wholesale Traders Association in Koyambedu, said, ""With the sun shining strong post-Pongal, the fields are beginning to dry up and many vegetable crops have been salvaged. Also, the second crop in Maharashtra from areas like Ahmednagar, Sholapur and Paltan has already hit the markets.""He added that the prices were likely to stabilize now. ""There is a good chance that prices will remain at these low rates for the next few months until the heat begins,"" he said. ""Then again, the prices will shoot up. This is also the time when a lot of green leafy vegetables arrive in the market."" Unlike fuel, if vegetable prices rise, they also fall, pointed out Soundarajan. ""So while it is a matter for concern, it is not overly worrisome."""
46,46,"Better supply ensures dip in onion, potato rates",http://timesofindia.indiatimes.com//city/chandigarh/Better-supply-ensures-dip-in-onion-potato-rates/articleshow/7375513.cms,2011-01-28,The Times Of India,"CHANDIGARH: The bumper yield from neighbouring villages of Punjab, Samrala, Desumajra, Machhiwara and Patiala district has brought potato to an all-time low wholesale rate between Rs 1.50 to 2 per kg.The retail price however is varying between Rs 4-6 per kg at different mandis in the city.Chandigarh Arhtiya Association's chairman Balbir Singh said, ""The tremendous supply from neighbouring has brought down the wholesale, retail rates. As many as 1,000 potato bags containing 50-60 kg each are arriving at the main vegetable market daily. As potato can not be stored for long, all the supply is sold by noon.""But on the flip side, farmers have been the worst hit. They are not getting their due for the hard work. ""Punjab government should offer subsidy to farmers so that they do not suffer losses,"" said Singh.But as far as common man is concerned the rates at the sector-based retail markets is still somewhere between Rs 5 to 7 per kg. A Sector 37-based home-maker, ""The vegetable is of good quality but the rate is Rs 6 per kg for last fortnight.""On the other hand, adequate supply of onions from Nasik in Maharashtra and Bhavnagar in Gujarat for last two days has reduced the wholesale price to Rs 1820 per kg. The retail market rates, however, are varying between Rs 25-30 per kg across the city. ""More supply in next couple of days is expected to bring down the rate further,"" said another wholesale vendor in Sector-26 vegetable market."
47,47,Fresh supply brings down onion prices,http://indianexpress.com/article/cities/ahmedabad/fresh-supply-brings-down-onion-prices/,2011-01-28,Indian Express,"Prices of onions and other vegetables have come down substantially in the city in the last two days owing to the arrival of new onion stock from Bhavnagar and Rajkot and Nashik in Maharashtra and vegetables from the surrounding areas of Ahmedabad.Onion prices had touched Rs 70 to Rs 80 per kg in the retail market in the third and fourth week of December,which has now come down to Rs 15 to Rs 20 per kg in the last two days.Traders at Chimanbhai Patel Agricultural Produce Marketing Committee in Vasna,the biggest onion trading centre in Gujarat,said about 100 to 110 trucks,each carrying around 200 quintals are reaching the market each day. In December,the supply was hardly 30 to 40 trucks per day.Rajesh Patel,an onion trader,said the wholesale prices have come down to Rs 150 to Rs 160 per 20 kg for the Gujarat variety and between Rs 250 and Rs 300 for the Nasik variety. If the supply remains the same,the prices will come down further,he said.The wholesale price of Punjab variety of potatoes has come down to Rs 70 per 20 kg and for the Deesa (Gujarat) variety to Rs 120 per 20 kg.Bhupendra Patel,an official at the Jamalpur vegetable market said the prices of other vegetables have also come down substantially owing to fresh supply.For all the latest India News, download Indian Express App now"
52,52,Marked fall in vegetable prices,http://www.thehindu.com/todays-paper/tp-national/tp-kerala/Marked-fall-in-vegetable-prices/article15125686.ece,2011-02-03,The Hindu,"Thanks largely to favourable supply positions, the prices of most vegetables have eased substantially this week as compared to last week of January.The price of onion, a topic of national debate recently, has eased to less than half its level last week. At the Chalai market here, the price of a kg of onion was Rs.28 for the first quality and Rs. 2 less for the second quality on Wednesday as compared to Rs.60 a kg last week. At the peak of the recent price spiral, its price had gone up to Rs.90 a kg.The price of potato was less by Rs.4 at Rs.16 a kg for the first quality and Rs. 10 for the second quality. There was substantive fall in the price of red onion as well, the price on Wednesday being Rs.58 as compared to Rs.70 a kg. For the second quality, the price was Rs.44 a kg.Carrot too has become cheaper this week, its price being Rs.30 a kg as compared to Rs.35 for the first quality. The price of second quality carrot was much less at Rs.16. Tomato has become 50 per cent cheaper as compared to last week with the price of ripe tomatoes ruling at Rs.15 a kg on Wednesday and that of the unripe variety, Rs.10. Okra was softer at Rs.30 as compared to Rs.44 last week and beans lighter on the purse at Rs.20 as against Rs.40 a kg last week.The price of Ooty variety cabbage has slid to Rs.14 from Rs.18 a kg last week and that of cauliflower to Rs.30 from Rs.40. At Rs.25 a kg, yam was cheaper on Wednesday by Rs.5 as compared to last week. Drumsticks were up for grabs at Rs.160 a kg, the price last week being Rs.450!"
55,55,Potato sells for 30 paise a kg,http://timesofindia.indiatimes.com//city/kolkata/Potato-sells-for-30-paise-a-kg/articleshow/7428661.cms,2011-02-05,The Times Of India,"BEHRAMPORE: At a time when vegetable prices are going through the roof across the country, back in Murshidabad, traders are carrying home bagfuls of potatoes for just 30 paise to Rs 1 a kg.This sudden flow of the tuber, mostly ""rotten"", at rock bottom rates from cold storages at Burwan, Kandi, Jiagunj and Domkal has raised the unsettling question as to why the state government had not let out the stock earlier. Similar sales are also being reported from Asansol in Burdwan.In the last week of January, West Bengal State Cooperative Marketing Federation Ltd popularly known as BENFED is said to have sold out 10,317 packets of 50 kg potatoes, each, at Ashirbad cold storage in Kandi, 23,469 packets in Domkal, 19,989 packets in Burwan and 19,053 packets at Jiagunj's B J cold storage. According to sources, some stock at Domkal went out for Rs12 a kg.Traders who bought the potatoes said most of the supply was ""rotten"" as the cold storages had stopped refrigeration since December 15. This, when chief minister Buddhadeb Bhattacharjee had pointed a finger at the Centre over a recent Supreme Court observation that foodgrains and vegetables were wasting in godowns.Ashoke Das and Nathun Ghosh, two cold storage workers, blamed the state for the loss. ""The government could have got the stock released in November,"" said Ghosh.Unwilling to comment on the issue, BENFED's district manager Sabatullah Sheikh said, ""We have nothing to do. We only carried out government instructions.""Authorities reportedly picked up lesser-known local bulletins to float the tender for purchase, 48 hours before the work order, a process that does not go well with government norms. The lack of transparency in the process prompted a section of cold storage owners to complain that the tender process was a sham. ""It was just a formality. Potatoes mentioned in the tender were sold out much earlier in November. It is a scam that needs to be looked into,"" a cold storage employee said.The procurement process is also not above scrutiny. For instance, most potatoes procured in Murshidabad were of inferior ""Pokhraj"" quality, not fit for storing. The admission came from senior CPM leader Benoy Konar. Besides, the stocks were procured from Gudhia in Jiagunj and Jayachandrapur in Nabagram, which are not potato-growing areas.Konar didn't rule out foul play in the transaction. ""I am not going into the specifics. It is my view that the government shouldn't have gone for purchasing potatoes. For, it doesn't have the expertise. In Murshidabad, the government incurred huge losses by purchasing inferior quality potatoes. In some cases, government red tape also comes in the way of instant decisions, which are vital in the trading of perishable commodities like potatoes,"" said Konar."
