Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Ahmednagar,04/01/20,4168,Red,500,5500,4600
,06/01/20,3992,Red,500,5500,4500
,09/01/20,4717,Red,500,5500,4400
,13/01/20,1078,Red,300,3700,2700
,16/01/20,3182,Red,1500,5000,4100
,18/01/20,3637,Red,1300,4500,3800
,20/01/20,3978,Red,1500,5250,4500
,23/01/20,4973,Red,500,4100,3200
,30/01/20,4553,Red,500,3200,2600
Akluj,02/01/20,33,Red,2500,10000,4500
,09/01/20,35,Red,1500,6600,4200
,16/01/20,18,Red,1500,6320,4000
,23/01/20,44,Red,2000,6600,4200
,30/01/20,29,Red,1000,3700,3000
Akole,02/01/20,4,Red,800,4501,2375
,23/01/20,4,Other,1000,3711,2435
,26/01/20,13,Red,951,3201,2722
Amrawati(Frui & Veg. Market),01/01/20,33,Local,5000,6500,5750
,03/01/20,66,Local,4000,5000,4500
,04/01/20,45,Local,4000,5000,4500
,05/01/20,39,Local,4000,5000,4500
,06/01/20,39,Local,4000,5000,4500
,07/01/20,68,Local,3500,4000,3750
,08/01/20,58,Local,3500,4000,3750
,10/01/20,13,Local,1000,4000,2500
,11/01/20,21,Local,1000,4000,2500
,12/01/20,93,Local,1000,4000,2500
,13/01/20,37,Local,1000,4200,2600
,14/01/20,41,Local,1000,4000,2500
,15/01/20,41,Local,1000,4000,2500
,,,Red,1000,3500,1150
,17/01/20,41,Local,1000,4000,2500
,18/01/20,53,Local,1000,4000,2500
,20/01/20,30,Local,1000,4000,2500
,21/01/20,30,Local,1600,2500,2050
,22/01/20,36,Local,1800,2500,2150
,24/01/20,52,Local,2200,3000,2600
,25/01/20,61,Local,2200,3000,2600
,27/01/20,62,Local,2000,2400,2200
,28/01/20,71,Local,2000,2500,2250
,29/01/20,30,Local,1800,2400,2100
,,,Red,1800,2500,2100
,31/01/20,42,Local,1500,2000,1750
Aurangabad,02/01/20,56,Other,1000,4500,2790
,04/01/20,69,Other,2000,3500,2750
,05/01/20,74,Other,1800,4300,3050
,06/01/20,65,Other,1700,4100,2900
,07/01/20,73,Other,2000,8000,3000
,08/01/20,53,Other,1600,4400,3000
,09/01/20,88,Other,1200,4300,2750
,11/01/20,58,Other,1000,3500,2250
,13/01/20,71,Other,750,3200,1975
,14/01/20,95,Other,1200,3000,2200
,15/01/20,40,Other,800,3400,2100
,16/01/20,63,Other,1700,3300,2500
,18/01/20,74,Other,1000,4500,2750
,19/01/20,82,Other,1000,4500,2750
,20/01/20,63,Other,1200,4000,2600
,21/01/20,68,Other,1400,4000,2700
,22/01/20,72,Other,1200,4200,2100
,23/01/20,88,Other,1000,4400,2700
,25/01/20,63,Other,650,3500,2075
,28/01/20,70,Other,400,3200,1800
,29/01/20,2,Other,600,3000,1800
,30/01/20,93,Other,700,2800,1750
Barshi,04/01/20,8,Other,250,4100,2025
,06/01/20,5,Other,1000,4200,2005
Chalisgaon,06/01/20,420,Red,1101,4400,2960
,07/01/20,152,Red,700,4511,2801
,08/01/20,125,Red,1200,4500,3600
,09/01/20,91,Red,1000,3800,3300
,14/01/20,230,Red,1700,4200,3500
,21/01/20,142,Red,1500,3900,3600
Chandrapur(Ganjwad),01/01/20,22,White,4000,6500,6000
,02/01/20,14,White,5000,7000,6000
,03/01/20,61,White,5000,7000,6000
,06/01/20,32,White,4000,6000,5000
,07/01/20,19,White,4000,6000,5000
,14/01/20,15,White,2500,3700,3000
,17/01/20,14,White,2000,3000,2500
,18/01/20,29,White,2500,3500,3000
,29/01/20,18,White,2000,3000,2500
,30/01/20,18,White,2000,3000,2500
,31/01/20,30,White,2500,3200,3000
Chandvad,01/01/20,896,Red,1000,4516,3800
,02/01/20,1230,Red,1000,4500,4100
,03/01/20,924,Red,1000,4600,4100
,04/01/20,1000,Red,1000,4401,3850
,07/01/20,1032,Red,1500,4600,4100
,08/01/20,911,Red,2000,4257,3800
,09/01/20,845,Red,1000,3761,3300
,10/01/20,1000,Red,1500,3280,2600
,14/01/20,919,Red,2000,3552,3100
,15/01/20,976,Red,1000,3770,3450
,16/01/20,124,Red,2000,3770,3550
,17/01/20,1200,Red,200,3700,3250
,21/01/20,1578,Red,2000,4270,3750
,22/01/20,1300,Red,2000,3700,3200
,23/01/20,1426,Red,1500,3652,3300
,25/01/20,1300,Red,2000,3200,2950
,28/01/20,1887,Red,1000,2870,2500
,29/01/20,1649,Red,1500,2930,2650
,30/01/20,1500,Red,1500,2880,2550
,31/01/20,1260,Red,1500,2731,2500
Devala,01/01/20,396,Red,2000,5005,4000
,02/01/20,383,Red,2000,5005,4000
,03/01/20,367,Red,2000,5010,4005
,06/01/20,365,Red,2000,5305,4300
,07/01/20,396,Red,2000,5105,4400
,08/01/20,318,Red,2000,4950,4100
,09/01/20,390,Red,1500,4200,3600
,10/01/20,323,Red,1000,3675,3200
,13/01/20,531,Red,1500,3305,3100
,14/01/20,540,Red,2000,3950,3500
,17/01/20,500,Red,2000,3875,3500
,20/01/20,630,Red,2000,4740,4300
,21/01/20,594,Red,1500,4185,3550
,22/01/20,657,Red,1500,4205,3600
,23/01/20,706,Red,1000,3905,3450
,24/01/20,165,Red,1000,3425,3000
,27/01/20,956,Red,1000,2805,2350
,28/01/20,730,Red,1000,3000,2450
,29/01/20,646,Red,1500,3215,2850
,30/01/20,731,Red,1500,2875,2400
,31/01/20,674,Red,1500,2910,2350
Dhule,01/01/20,169,Red,200,4150,3600
,02/01/20,194,Red,200,7150,4150
,03/01/20,210,Red,200,4700,3700
,04/01/20,235,Red,100,4200,3000
,06/01/20,52,Red,400,4300,3000
,08/01/20,190,Red,300,4500,3800
,09/01/20,145,Red,300,4350,3850
,10/01/20,150,Red,100,3650,2500
,,,White,250,3700,2600
,11/01/20,233,Red,200,3100,2000
,13/01/20,81,Red,150,3100,2700
,14/01/20,259,Red,300,3300,2700
,15/01/20,185,Red,600,3800,3100
,17/01/20,27,Red,800,4050,3700
,18/01/20,54,Red,1300,4100,3050
,20/01/20,45,Red,600,4410,4000
,24/01/20,204,Red,200,3700,3000
,25/01/20,255,Red,200,3000,2600
,28/01/20,226,Red,100,2800,2300
Dindori(Vani),01/01/20,276,Red,2500,5675,3550
,02/01/20,192,Red,3000,5640,4750
,03/01/20,264,Red,3100,5601,4400
,04/01/20,179,Red,2800,4900,4000
,06/01/20,260,Red,3751,5255,4450
,07/01/20,120,Red,4021,5231,4500
,08/01/20,293,Red,3800,5501,4200
,09/01/20,245,Red,2700,4950,3780
,10/01/20,265,Red,2000,4380,3250
,11/01/20,189,Red,1000,3652,2400
,13/01/20,353,Red,1000,3900,2800
,14/01/20,219,Red,2500,3934,3321
,15/01/20,206,Red,2800,4570,3550
,16/01/20,119,Red,2400,4570,2850
,17/01/20,273,Red,2600,4500,3675
,20/01/20,395,Red,3000,5001,4300
,21/01/20,330,Red,3400,4855,3815
,22/01/20,492,Red,2500,4154,3400
,23/01/20,425,Red,3000,4143,3280
,25/01/20,345,Red,2500,3701,2900
