2007-01-23,2007-03-06,weather
2007-03-13,2007-04-24,hoarding
2007-04-25,2007-06-07,no
2007-06-07,2007-07-20,no
2007-08-02,2007-09-13,weather
2007-09-09,2007-10-21,weather
2007-10-08,2007-11-19,hoarding
2007-12-24,2008-02-05,no
2008-03-13,2008-04-24,hoarding
2008-05-20,2008-07-01,hoarding
2008-06-26,2008-08-07,weather
2008-10-15,2008-11-26,hoarding
2009-04-02,2009-05-15,no
2009-06-24,2009-08-05,weather
2009-06-28,2009-08-09,hoarding
2009-09-22,2009-11-04,no
2009-10-23,2009-12-04,weather
2010-02-12,2010-03-26,hoarding
2010-04-23,2010-06-04,hoarding
2010-06-05,2010-07-18,no
2010-07-25,2010-09-05,weather
2010-09-04,2010-10-16,weather
2010-10-07,2010-11-18,weather
2010-11-09,2010-12-21,weather
2010-12-19,2011-01-30,hoarding
2010-12-23,2011-02-03,hoarding
2011-02-04,2011-03-18,hoarding
2011-03-20,2011-05-02,no
2011-06-25,2011-08-06,hoarding
2011-07-22,2011-09-02,weather
2011-08-05,2011-09-16,weather
2011-08-12,2011-09-23,weather
2011-12-06,2012-01-17,weather
2012-01-18,2012-03-01,no
2012-05-24,2012-07-05,weather
2012-06-21,2012-08-02,hoarding
2012-08-29,2012-10-10,hoarding
2012-09-19,2012-10-31,weather
2012-10-22,2012-12-03,weather
2012-12-01,2013-01-13,hoarding
2012-12-18,2013-01-29,hoarding
2013-01-30,2013-03-14,no
2013-05-02,2013-06-13,hoarding
2013-06-03,2013-07-15,hoarding
2013-08-30,2013-10-11,weather
2013-09-21,2013-11-02,hoarding
2013-09-28,2013-11-09,weather
2013-10-12,2013-11-23,hoarding
2013-10-23,2013-12-04,hoarding
2013-12-21,2014-02-01,hoarding
2014-02-17,2014-03-31,weather
2014-03-10,2014-04-21,hoarding
2014-04-22,2014-06-04,no
2014-06-24,2014-08-05,weather
2014-07-25,2014-09-05,weather
2014-09-19,2014-10-31,hoarding
2014-12-17,2015-01-29,no
2015-01-29,2015-03-13,no
2015-03-15,2015-04-26,weather
2015-04-27,2015-06-09,no
2015-06-09,2015-07-22,no
2015-07-26,2015-09-06,weather
2015-08-08,2015-09-19,weather
2015-08-19,2015-09-30,weather
2015-09-29,2015-11-10,weather
2015-10-11,2015-11-22,hoarding
2015-12-06,2016-01-18,no
2016-02-16,2016-03-30,no
2016-03-30,2016-05-12,no
2016-05-27,2016-07-08,weather
2016-06-17,2016-07-29,hoarding
2016-06-27,2016-08-08,hoarding
2016-07-15,2016-08-26,weather
2016-10-09,2016-11-21,no
2016-10-09,2016-11-21,no
2016-12-14,2017-01-26,no
2017-04-18,2017-05-30,hoarding
2017-05-25,2017-07-06,weather
2017-07-07,2017-08-19,no
2017-09-02,2017-10-15,no
2017-10-15,2017-11-27,no
2017-11-27,2018-01-09,no
2018-01-09,2018-02-21,no
2018-05-19,2018-06-30,weather
2018-07-01,2018-08-13,no
2018-09-24,2018-11-05,hoarding
2018-12-12,2019-01-24,no
2019-01-24,2019-03-08,no
2019-03-08,2019-04-20,no
2019-04-29,2019-06-11,hoarding
2019-06-12,2019-07-25,no
2019-08-12,2019-09-24,no
2019-10-21,2019-12-03,no
